Phoenix  Wednesday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Phoenix  Wednesday
10:45  -  10:59,135181977,Central,Kabwe,Urban,Male,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"8:00  -  8:14,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,14:45  -  14:59,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:00  -  17:14,135181977,Central,Kabwe,Urban,Male,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"8:00  -  8:14,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,14:45  -  14:59,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:00  -  13:14,135181977,Central,Kabwe,Urban,Male,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"8:00  -  8:14,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,14:45  -  14:59,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:15  -  12:29,135181977,Central,Kabwe,Urban,Male,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"8:00  -  8:14,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,14:45  -  14:59,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:00  -  14:14,135181977,Central,Kabwe,Urban,Male,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"8:00  -  8:14,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,14:45  -  14:59,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:00  -  9:14,135181977,Central,Kabwe,Urban,Male,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"8:00  -  8:14,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,14:45  -  14:59,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:15  -  14:29,135181977,Central,Kabwe,Urban,Male,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"8:00  -  8:14,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,14:45  -  14:59,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:15  -  11:29,135181977,Central,Kabwe,Urban,Male,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"8:00  -  8:14,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,14:45  -  14:59,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:30  -  16:44,135181977,Central,Kabwe,Urban,Male,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"8:00  -  8:14,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,14:45  -  14:59,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:15  -  13:29,135181977,Central,Kabwe,Urban,Male,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"8:00  -  8:14,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,14:45  -  14:59,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:15  -  17:29,135181977,Central,Kabwe,Urban,Male,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"8:00  -  8:14,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,14:45  -  14:59,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:45  -  14:59,135181977,Central,Kabwe,Urban,Male,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"8:00  -  8:14,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,14:45  -  14:59,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:30  -  11:44,135181977,Central,Kabwe,Urban,Male,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"8:00  -  8:14,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,14:45  -  14:59,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:15  -  10:29,135181977,Central,Kabwe,Urban,Male,2,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+,"8:00  -  8:14,8:45  -  8:59,9:00  -  9:14,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,14:15  -  14:29,14:45  -  14:59,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:00  -  17:14,135087472,Central,Kapiri Mposhi,Rural,Female,3,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,135087472,Central,Kapiri Mposhi,Rural,Female,3,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:00  -  16:14,135087472,Central,Kapiri Mposhi,Rural,Female,3,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,135087472,Central,Kapiri Mposhi,Rural,Female,3,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:45  -  17:59,135087472,Central,Kapiri Mposhi,Rural,Female,3,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:30  -  17:44,135087472,Central,Kapiri Mposhi,Rural,Female,3,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:00  -  18:14,135087472,Central,Kapiri Mposhi,Rural,Female,3,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,135087472,Central,Kapiri Mposhi,Rural,Female,3,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:15  -  16:29,135087472,Central,Kapiri Mposhi,Rural,Female,3,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:15  -  18:29,135087472,Central,Kapiri Mposhi,Rural,Female,3,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:30  -  18:44,135087472,Central,Kapiri Mposhi,Rural,Female,3,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:45  -  18:59,135087472,Central,Kapiri Mposhi,Rural,Female,3,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:15  -  19:29,135087472,Central,Kapiri Mposhi,Rural,Female,3,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:45  -  16:59,135087472,Central,Kapiri Mposhi,Rural,Female,3,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:15  -  17:29,135087472,Central,Kapiri Mposhi,Rural,Female,3,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:30  -  16:44,135087472,Central,Kapiri Mposhi,Rural,Female,3,,D,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:15  -  6:29,135118381,Central,Kabwe,Urban,Male,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,0:00  -  0:14,0:15  -  0:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
0:15  -  0:29,135118381,Central,Kabwe,Urban,Male,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,0:00  -  0:14,0:15  -  0:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
0:00  -  0:14,135118381,Central,Kabwe,Urban,Male,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,0:00  -  0:14,0:15  -  0:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:00  -  6:14,135118381,Central,Kabwe,Urban,Male,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,0:00  -  0:14,0:15  -  0:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:30  -  6:44,135118381,Central,Kabwe,Urban,Male,1,,C2,Secondary,Christian,Not employed,C2,"K 2,500   -  K 3,154",,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,0:00  -  0:14,0:15  -  0:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:45  -  11:59,135120176,Central,Kabwe,Urban,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,25 – 34,"9:15  -  9:29,10:00  -  10:14,10:30  -  10:44,11:15  -  11:29,11:45  -  11:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:00  -  10:14,135120176,Central,Kabwe,Urban,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,25 – 34,"9:15  -  9:29,10:00  -  10:14,10:30  -  10:44,11:15  -  11:29,11:45  -  11:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:30  -  10:44,135120176,Central,Kabwe,Urban,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,25 – 34,"9:15  -  9:29,10:00  -  10:14,10:30  -  10:44,11:15  -  11:29,11:45  -  11:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:15  -  11:29,135120176,Central,Kabwe,Urban,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,25 – 34,"9:15  -  9:29,10:00  -  10:14,10:30  -  10:44,11:15  -  11:29,11:45  -  11:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:15  -  9:29,135120176,Central,Kabwe,Urban,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 3,155   -  K 3,890",,25 – 34,"9:15  -  9:29,10:00  -  10:14,10:30  -  10:44,11:15  -  11:29,11:45  -  11:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:15  -  6:29,134608559,Central,Serenje,Rural,Female,3,,C2,Tertiary,Christian,Employed not for cash,C2,"K 4,628   -  K 5,364",,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:00  -  15:14,134608559,Central,Serenje,Rural,Female,3,,C2,Tertiary,Christian,Employed not for cash,C2,"K 4,628   -  K 5,364",,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
