Radio Christian Voice analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Radio Christian Voice
21:30  -  21:44,82095349,Southern,Livingstone,Urban,Male,1,None,C1,Some primary school,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
23:45  -  23:59,82095349,Southern,Livingstone,Urban,Male,1,None,C1,Some primary school,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
21:15  -  21:29,82095349,Southern,Livingstone,Urban,Male,1,None,C1,Some primary school,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
19:15  -  19:29,82095349,Southern,Livingstone,Urban,Male,1,None,C1,Some primary school,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
7:45  -  7:59,82101518,North-Western,Solwezi,Urban,Male,0,None,D,Some high school,Other Christian,Self employed,D,Under K 849,No,25 – 34,"7:00  -  7:14,7:45  -  7:59,7:00  -  7:14,7:45  -  7:59,7:00  -  7:14,7:45  -  7:59,7:00  -  7:14,7:45  -  7:59,7:00  -  7:14,7:45  -  7:59,7:00  -  7:14,7:45  -  7:59,7:00  -  7:14,7:45  -  7:59,7:00  -  7:14,7:45  -  7:59"
7:00  -  7:14,82101518,North-Western,Solwezi,Urban,Male,0,None,D,Some high school,Other Christian,Self employed,D,Under K 849,No,25 – 34,"7:00  -  7:14,7:45  -  7:59,7:00  -  7:14,7:45  -  7:59,7:00  -  7:14,7:45  -  7:59,7:00  -  7:14,7:45  -  7:59,7:00  -  7:14,7:45  -  7:59,7:00  -  7:14,7:45  -  7:59,7:00  -  7:14,7:45  -  7:59,7:00  -  7:14,7:45  -  7:59"
13:45  -  13:59,82105045,Copperbelt,Ndola,Urban,Male,1,None,C1,Completed high School,Other Christian,Retired - voluntary scholarspensioners,C1,Refusal [Do not show],Yes,35 – 44,"13:00  -  13:14,13:45  -  13:59,13:00  -  13:14,13:45  -  13:59,13:00  -  13:14,13:45  -  13:59,13:00  -  13:14,13:45  -  13:59,13:00  -  13:14,13:45  -  13:59,13:00  -  13:14,13:45  -  13:59,13:00  -  13:14,13:45  -  13:59,13:00  -  13:14,13:45  -  13:59"
13:00  -  13:14,82105045,Copperbelt,Ndola,Urban,Male,1,None,C1,Completed high School,Other Christian,Retired - voluntary scholarspensioners,C1,Refusal [Do not show],Yes,35 – 44,"13:00  -  13:14,13:45  -  13:59,13:00  -  13:14,13:45  -  13:59,13:00  -  13:14,13:45  -  13:59,13:00  -  13:14,13:45  -  13:59,13:00  -  13:14,13:45  -  13:59,13:00  -  13:14,13:45  -  13:59,13:00  -  13:14,13:45  -  13:59,13:00  -  13:14,13:45  -  13:59"
11:00  -  11:14,82111073,North-Western,Solwezi,Urban,Female,1,None,C1,Some high school,Other Christian,A housewife/househusband,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29"
8:45  -  8:59,82111073,North-Western,Solwezi,Urban,Female,1,None,C1,Some high school,Other Christian,A housewife/househusband,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29"
9:45  -  9:59,82111073,North-Western,Solwezi,Urban,Female,1,None,C1,Some high school,Other Christian,A housewife/househusband,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29"
10:00  -  10:14,82111073,North-Western,Solwezi,Urban,Female,1,None,C1,Some high school,Other Christian,A housewife/househusband,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29"
10:30  -  10:44,82111073,North-Western,Solwezi,Urban,Female,1,None,C1,Some high school,Other Christian,A housewife/househusband,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29"
10:45  -  10:59,82111073,North-Western,Solwezi,Urban,Female,1,None,C1,Some high school,Other Christian,A housewife/househusband,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29"
11:15  -  11:29,82111073,North-Western,Solwezi,Urban,Female,1,None,C1,Some high school,Other Christian,A housewife/househusband,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29"
8:30  -  8:44,82111073,North-Western,Solwezi,Urban,Female,1,None,C1,Some high school,Other Christian,A housewife/househusband,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,8:30  -  8:44,8:45  -  8:59,9:45  -  9:59,10:00  -  10:14,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29"
