5FM  Monday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,5FM  Monday
13:15  -  13:29,134701671,Central,Serenje,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,134701671,Central,Serenje,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
22:30  -  22:44,134701671,Central,Serenje,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
22:00  -  22:14,134701671,Central,Serenje,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,134701671,Central,Serenje,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134701671,Central,Serenje,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:00  -  15:14,134701671,Central,Serenje,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134701671,Central,Serenje,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:00  -  14:14,134701671,Central,Serenje,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:00  -  18:14,134701671,Central,Serenje,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:15  -  18:29,134701671,Central,Serenje,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,45+,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:45  -  12:59,135046400,Central,Kapiri Mposhi,Rural,Male,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"12:00  -  12:14,12:45  -  12:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:00  -  12:14,135046400,Central,Kapiri Mposhi,Rural,Male,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"12:00  -  12:14,12:45  -  12:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,135110428,Central,Kapiri Mposhi,Rural,Female,2,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"19:00  -  19:14,19:30  -  19:44,20:00  -  20:14,20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,135110428,Central,Kapiri Mposhi,Rural,Female,2,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"19:00  -  19:14,19:30  -  19:44,20:00  -  20:14,20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,135110428,Central,Kapiri Mposhi,Rural,Female,2,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"19:00  -  19:14,19:30  -  19:44,20:00  -  20:14,20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,135110428,Central,Kapiri Mposhi,Rural,Female,2,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"19:00  -  19:14,19:30  -  19:44,20:00  -  20:14,20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:45  -  15:59,135120177,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"10:30  -  10:44,11:00  -  11:14,11:30  -  11:44,11:45  -  11:59,12:30  -  12:44,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:30  -  12:44,135120177,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"10:30  -  10:44,11:00  -  11:14,11:30  -  11:44,11:45  -  11:59,12:30  -  12:44,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:30  -  11:44,135120177,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"10:30  -  10:44,11:00  -  11:14,11:30  -  11:44,11:45  -  11:59,12:30  -  12:44,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:30  -  13:44,135120177,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"10:30  -  10:44,11:00  -  11:14,11:30  -  11:44,11:45  -  11:59,12:30  -  12:44,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:45  -  13:59,135120177,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"10:30  -  10:44,11:00  -  11:14,11:30  -  11:44,11:45  -  11:59,12:30  -  12:44,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:15  -  15:29,135120177,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"10:30  -  10:44,11:00  -  11:14,11:30  -  11:44,11:45  -  11:59,12:30  -  12:44,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,135120177,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"10:30  -  10:44,11:00  -  11:14,11:30  -  11:44,11:45  -  11:59,12:30  -  12:44,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,135120177,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"10:30  -  10:44,11:00  -  11:14,11:30  -  11:44,11:45  -  11:59,12:30  -  12:44,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:15  -  13:29,135120177,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"10:30  -  10:44,11:00  -  11:14,11:30  -  11:44,11:45  -  11:59,12:30  -  12:44,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:15  -  16:29,135120177,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"10:30  -  10:44,11:00  -  11:14,11:30  -  11:44,11:45  -  11:59,12:30  -  12:44,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:00  -  16:14,135120177,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"10:30  -  10:44,11:00  -  11:14,11:30  -  11:44,11:45  -  11:59,12:30  -  12:44,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:45  -  11:59,135120177,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"10:30  -  10:44,11:00  -  11:14,11:30  -  11:44,11:45  -  11:59,12:30  -  12:44,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,135120177,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"10:30  -  10:44,11:00  -  11:14,11:30  -  11:44,11:45  -  11:59,12:30  -  12:44,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:30  -  14:44,135120177,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"10:30  -  10:44,11:00  -  11:14,11:30  -  11:44,11:45  -  11:59,12:30  -  12:44,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:00  -  13:14,135120177,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"10:30  -  10:44,11:00  -  11:14,11:30  -  11:44,11:45  -  11:59,12:30  -  12:44,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:00  -  11:14,135120177,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"10:30  -  10:44,11:00  -  11:14,11:30  -  11:44,11:45  -  11:59,12:30  -  12:44,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:45  -  14:59,135120177,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"10:30  -  10:44,11:00  -  11:14,11:30  -  11:44,11:45  -  11:59,12:30  -  12:44,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:30  -  10:44,135120177,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"10:30  -  10:44,11:00  -  11:14,11:30  -  11:44,11:45  -  11:59,12:30  -  12:44,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,135033817,Central,Kapiri Mposhi,Rural,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,15 – 18,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:00  -  15:14,135033817,Central,Kapiri Mposhi,Rural,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,15 – 18,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:30  -  15:44,135033817,Central,Kapiri Mposhi,Rural,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,15 – 18,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,135033817,Central,Kapiri Mposhi,Rural,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,15 – 18,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,135033817,Central,Kapiri Mposhi,Rural,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,15 – 18,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,135033817,Central,Kapiri Mposhi,Rural,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,15 – 18,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:15  -  15:29,135033817,Central,Kapiri Mposhi,Rural,Female,2,,C2,Secondary,Christian,Employed for cash,C2,"K 2,500   -  K 3,154",,15 – 18,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
