BBC analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,BBC
11:30  -  11:44,60685770,Lusaka,Lusaka,Urban,Male,1,None,C1,Some high school,Others,Self employed,C2,"K 3,155   -  K 3,890",Yes,35 – 44,",,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,,,,,"
12:15  -  12:29,60685770,Lusaka,Lusaka,Urban,Male,1,None,C1,Some high school,Others,Self employed,C2,"K 3,155   -  K 3,890",Yes,35 – 44,",,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,,,,,"
10:45  -  10:59,60685770,Lusaka,Lusaka,Urban,Male,1,None,C1,Some high school,Others,Self employed,C2,"K 3,155   -  K 3,890",Yes,35 – 44,",,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,,,,,"
10:30  -  10:44,60685770,Lusaka,Lusaka,Urban,Male,1,None,C1,Some high school,Others,Self employed,C2,"K 3,155   -  K 3,890",Yes,35 – 44,",,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,,,,,"
12:30  -  12:44,60685770,Lusaka,Lusaka,Urban,Male,1,None,C1,Some high school,Others,Self employed,C2,"K 3,155   -  K 3,890",Yes,35 – 44,",,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,,,,,"
11:15  -  11:29,60685770,Lusaka,Lusaka,Urban,Male,1,None,C1,Some high school,Others,Self employed,C2,"K 3,155   -  K 3,890",Yes,35 – 44,",,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,,,,,"
12:45  -  12:59,60685770,Lusaka,Lusaka,Urban,Male,1,None,C1,Some high school,Others,Self employed,C2,"K 3,155   -  K 3,890",Yes,35 – 44,",,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,,,,,"
11:45  -  11:59,60685770,Lusaka,Lusaka,Urban,Male,1,None,C1,Some high school,Others,Self employed,C2,"K 3,155   -  K 3,890",Yes,35 – 44,",,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,,,,,"
21:00  -  21:14,60703098,Copperbelt,Kalulushi,Rural,Female,1,None,C2,Don’t know (DON’T READ),Other Christian,Housewife,D,Under K 849,Yes,35 – 44,"21:00  -  21:14,,,,,,,"
20:00  -  20:14,60707844,Copperbelt,Kitwe,Rural,Female,3,None,C2,Completed high School,Others,Self employed,D,"K 3,155   -  K 3,890",Yes,25 – 34,",,,19:00  -  19:14,20:00  -  20:14,,,,"
19:00  -  19:14,60707844,Copperbelt,Kitwe,Rural,Female,3,None,C2,Completed high School,Others,Self employed,D,"K 3,155   -  K 3,890",Yes,25 – 34,",,,19:00  -  19:14,20:00  -  20:14,,,,"
10:45  -  10:59,60712007,Copperbelt,Mufulira,Urban,Male,1,None,C1,Don’t know (DON’T READ),Other Christian,Working Full-Time,Do not know,Do not know,Yes,45+,",,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,,,,,"
10:15  -  10:29,60712007,Copperbelt,Mufulira,Urban,Male,1,None,C1,Don’t know (DON’T READ),Other Christian,Working Full-Time,Do not know,Do not know,Yes,45+,",,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,,,,,"
10:30  -  10:44,60712007,Copperbelt,Mufulira,Urban,Male,1,None,C1,Don’t know (DON’T READ),Other Christian,Working Full-Time,Do not know,Do not know,Yes,45+,",,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,,,,,"
10:00  -  10:14,60712007,Copperbelt,Mufulira,Urban,Male,1,None,C1,Don’t know (DON’T READ),Other Christian,Working Full-Time,Do not know,Do not know,Yes,45+,",,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,,,,,"
21:00  -  21:14,60726253,Lusaka,Kafue,Rural,Male,1,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+,"14:45  -  14:59,21:00  -  21:14,16:45  -  16:59,20:45  -  20:59,17:00  -  17:14,22:00  -  22:14,20:00  -  20:14,2:00  -  2:14,15:30  -  15:44,1:30  -  1:44,7:00  -  7:14,16:00  -  16:14,,10:15  -  10:29,16:00  -  16:14,22:00  -  22:14,22:45  -  22:59"
22:00  -  22:14,60726253,Lusaka,Kafue,Rural,Male,1,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+,"14:45  -  14:59,21:00  -  21:14,16:45  -  16:59,20:45  -  20:59,17:00  -  17:14,22:00  -  22:14,20:00  -  20:14,2:00  -  2:14,15:30  -  15:44,1:30  -  1:44,7:00  -  7:14,16:00  -  16:14,,10:15  -  10:29,16:00  -  16:14,22:00  -  22:14,22:45  -  22:59"
2:00  -  2:14,60726253,Lusaka,Kafue,Rural,Male,1,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+,"14:45  -  14:59,21:00  -  21:14,16:45  -  16:59,20:45  -  20:59,17:00  -  17:14,22:00  -  22:14,20:00  -  20:14,2:00  -  2:14,15:30  -  15:44,1:30  -  1:44,7:00  -  7:14,16:00  -  16:14,,10:15  -  10:29,16:00  -  16:14,22:00  -  22:14,22:45  -  22:59"
1:30  -  1:44,60726253,Lusaka,Kafue,Rural,Male,1,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+,"14:45  -  14:59,21:00  -  21:14,16:45  -  16:59,20:45  -  20:59,17:00  -  17:14,22:00  -  22:14,20:00  -  20:14,2:00  -  2:14,15:30  -  15:44,1:30  -  1:44,7:00  -  7:14,16:00  -  16:14,,10:15  -  10:29,16:00  -  16:14,22:00  -  22:14,22:45  -  22:59"
16:00  -  16:14,60726253,Lusaka,Kafue,Rural,Male,1,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+,"14:45  -  14:59,21:00  -  21:14,16:45  -  16:59,20:45  -  20:59,17:00  -  17:14,22:00  -  22:14,20:00  -  20:14,2:00  -  2:14,15:30  -  15:44,1:30  -  1:44,7:00  -  7:14,16:00  -  16:14,,10:15  -  10:29,16:00  -  16:14,22:00  -  22:14,22:45  -  22:59"
17:00  -  17:14,60726253,Lusaka,Kafue,Rural,Male,1,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+,"14:45  -  14:59,21:00  -  21:14,16:45  -  16:59,20:45  -  20:59,17:00  -  17:14,22:00  -  22:14,20:00  -  20:14,2:00  -  2:14,15:30  -  15:44,1:30  -  1:44,7:00  -  7:14,16:00  -  16:14,,10:15  -  10:29,16:00  -  16:14,22:00  -  22:14,22:45  -  22:59"
20:00  -  20:14,60726253,Lusaka,Kafue,Rural,Male,1,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+,"14:45  -  14:59,21:00  -  21:14,16:45  -  16:59,20:45  -  20:59,17:00  -  17:14,22:00  -  22:14,20:00  -  20:14,2:00  -  2:14,15:30  -  15:44,1:30  -  1:44,7:00  -  7:14,16:00  -  16:14,,10:15  -  10:29,16:00  -  16:14,22:00  -  22:14,22:45  -  22:59"
20:45  -  20:59,60726253,Lusaka,Kafue,Rural,Male,1,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+,"14:45  -  14:59,21:00  -  21:14,16:45  -  16:59,20:45  -  20:59,17:00  -  17:14,22:00  -  22:14,20:00  -  20:14,2:00  -  2:14,15:30  -  15:44,1:30  -  1:44,7:00  -  7:14,16:00  -  16:14,,10:15  -  10:29,16:00  -  16:14,22:00  -  22:14,22:45  -  22:59"
22:45  -  22:59,60726253,Lusaka,Kafue,Rural,Male,1,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+,"14:45  -  14:59,21:00  -  21:14,16:45  -  16:59,20:45  -  20:59,17:00  -  17:14,22:00  -  22:14,20:00  -  20:14,2:00  -  2:14,15:30  -  15:44,1:30  -  1:44,7:00  -  7:14,16:00  -  16:14,,10:15  -  10:29,16:00  -  16:14,22:00  -  22:14,22:45  -  22:59"
16:45  -  16:59,60726253,Lusaka,Kafue,Rural,Male,1,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+,"14:45  -  14:59,21:00  -  21:14,16:45  -  16:59,20:45  -  20:59,17:00  -  17:14,22:00  -  22:14,20:00  -  20:14,2:00  -  2:14,15:30  -  15:44,1:30  -  1:44,7:00  -  7:14,16:00  -  16:14,,10:15  -  10:29,16:00  -  16:14,22:00  -  22:14,22:45  -  22:59"
14:45  -  14:59,60726253,Lusaka,Kafue,Rural,Male,1,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+,"14:45  -  14:59,21:00  -  21:14,16:45  -  16:59,20:45  -  20:59,17:00  -  17:14,22:00  -  22:14,20:00  -  20:14,2:00  -  2:14,15:30  -  15:44,1:30  -  1:44,7:00  -  7:14,16:00  -  16:14,,10:15  -  10:29,16:00  -  16:14,22:00  -  22:14,22:45  -  22:59"
7:00  -  7:14,60726253,Lusaka,Kafue,Rural,Male,1,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+,"14:45  -  14:59,21:00  -  21:14,16:45  -  16:59,20:45  -  20:59,17:00  -  17:14,22:00  -  22:14,20:00  -  20:14,2:00  -  2:14,15:30  -  15:44,1:30  -  1:44,7:00  -  7:14,16:00  -  16:14,,10:15  -  10:29,16:00  -  16:14,22:00  -  22:14,22:45  -  22:59"
10:15  -  10:29,60726253,Lusaka,Kafue,Rural,Male,1,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+,"14:45  -  14:59,21:00  -  21:14,16:45  -  16:59,20:45  -  20:59,17:00  -  17:14,22:00  -  22:14,20:00  -  20:14,2:00  -  2:14,15:30  -  15:44,1:30  -  1:44,7:00  -  7:14,16:00  -  16:14,,10:15  -  10:29,16:00  -  16:14,22:00  -  22:14,22:45  -  22:59"
15:30  -  15:44,60726253,Lusaka,Kafue,Rural,Male,1,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+,"14:45  -  14:59,21:00  -  21:14,16:45  -  16:59,20:45  -  20:59,17:00  -  17:14,22:00  -  22:14,20:00  -  20:14,2:00  -  2:14,15:30  -  15:44,1:30  -  1:44,7:00  -  7:14,16:00  -  16:14,,10:15  -  10:29,16:00  -  16:14,22:00  -  22:14,22:45  -  22:59"
9:45  -  9:59,60726254,Lusaka,Kafue,Rural,Male,2,None,C2,Some high school,Other Christian,Self employed,D,K 850-K 1674,Yes,45+,",,,,5:00  -  5:14,9:45  -  9:59,,,"
5:00  -  5:14,60726254,Lusaka,Kafue,Rural,Male,2,None,C2,Some high school,Other Christian,Self employed,D,K 850-K 1674,Yes,45+,",,,,5:00  -  5:14,9:45  -  9:59,,,"
9:45  -  9:59,60730748,Lusaka,Lusaka,Urban,Male,3,Two or More,AB,Some university,Others,Student,C1,K 850-K 1674,Yes,19 – 24,",,,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,,,,"
10:00  -  10:14,60730748,Lusaka,Lusaka,Urban,Male,3,Two or More,AB,Some university,Others,Student,C1,K 850-K 1674,Yes,19 – 24,",,,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,,,,"
10:15  -  10:29,60730748,Lusaka,Lusaka,Urban,Male,3,Two or More,AB,Some university,Others,Student,C1,K 850-K 1674,Yes,19 – 24,",,,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,,,,"
10:45  -  10:59,60730748,Lusaka,Lusaka,Urban,Male,3,Two or More,AB,Some university,Others,Student,C1,K 850-K 1674,Yes,19 – 24,",,,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,,,,"
10:30  -  10:44,60730748,Lusaka,Lusaka,Urban,Male,3,Two or More,AB,Some university,Others,Student,C1,K 850-K 1674,Yes,19 – 24,",,,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,,,,"
9:30  -  9:44,60743839,Copperbelt,Kitwe,Urban,Male,0,None,AB,Completed high School,Seventh Day Adventists,Student,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,,,,,,,"
9:15  -  9:29,60743839,Copperbelt,Kitwe,Urban,Male,0,None,AB,Completed high School,Seventh Day Adventists,Student,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,,,,,,,"
9:45  -  9:59,60743839,Copperbelt,Kitwe,Urban,Male,0,None,AB,Completed high School,Seventh Day Adventists,Student,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,,,,,,,"
9:00  -  9:14,60743839,Copperbelt,Kitwe,Urban,Male,0,None,AB,Completed high School,Seventh Day Adventists,Student,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,,,,,,,"
2:00  -  2:14,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,",22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,2:15  -  2:29,2:30  -  2:44,2:45  -  2:59,,,,,,3:45  -  3:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,"
0:15  -  0:29,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,",22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,2:15  -  2:29,2:30  -  2:44,2:45  -  2:59,,,,,,3:45  -  3:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,"
1:45  -  1:59,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,",22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,2:15  -  2:29,2:30  -  2:44,2:45  -  2:59,,,,,,3:45  -  3:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,"
2:30  -  2:44,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,",22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,2:15  -  2:29,2:30  -  2:44,2:45  -  2:59,,,,,,3:45  -  3:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,"
22:15  -  22:29,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,",22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,2:15  -  2:29,2:30  -  2:44,2:45  -  2:59,,,,,,3:45  -  3:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,"
4:30  -  4:44,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,",22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,2:15  -  2:29,2:30  -  2:44,2:45  -  2:59,,,,,,3:45  -  3:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,"
2:45  -  2:59,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,",22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,2:15  -  2:29,2:30  -  2:44,2:45  -  2:59,,,,,,3:45  -  3:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,"
22:00  -  22:14,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,",22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,2:15  -  2:29,2:30  -  2:44,2:45  -  2:59,,,,,,3:45  -  3:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,"
2:15  -  2:29,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,",22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,2:15  -  2:29,2:30  -  2:44,2:45  -  2:59,,,,,,3:45  -  3:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,"
0:45  -  0:59,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,",22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,2:15  -  2:29,2:30  -  2:44,2:45  -  2:59,,,,,,3:45  -  3:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,"
23:00  -  23:14,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,",22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,2:15  -  2:29,2:30  -  2:44,2:45  -  2:59,,,,,,3:45  -  3:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,"
22:45  -  22:59,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,",22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,2:15  -  2:29,2:30  -  2:44,2:45  -  2:59,,,,,,3:45  -  3:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,"
1:15  -  1:29,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,",22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,2:15  -  2:29,2:30  -  2:44,2:45  -  2:59,,,,,,3:45  -  3:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,"
0:00  -  0:14,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,",22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,2:15  -  2:29,2:30  -  2:44,2:45  -  2:59,,,,,,3:45  -  3:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,"
22:30  -  22:44,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,",22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,2:15  -  2:29,2:30  -  2:44,2:45  -  2:59,,,,,,3:45  -  3:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,"
4:15  -  4:29,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,",22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,2:15  -  2:29,2:30  -  2:44,2:45  -  2:59,,,,,,3:45  -  3:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,"
23:15  -  23:29,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,",22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,2:15  -  2:29,2:30  -  2:44,2:45  -  2:59,,,,,,3:45  -  3:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,"
23:45  -  23:59,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,",22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,2:15  -  2:29,2:30  -  2:44,2:45  -  2:59,,,,,,3:45  -  3:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,"
0:30  -  0:44,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,",22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59,1:00  -  1:14,1:15  -  1:29,1:30  -  1:44,1:45  -  1:59,2:00  -  2:14,2:15  -  2:29,2:30  -  2:44,2:45  -  2:59,,,,,,3:45  -  3:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,"
