Hot analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Hot
7:30  -  7:44,60585748,Lusaka,Lusaka,Urban,Male,1,One,AB,Completed high School,Roman Catholic,Self employed,D,"K 1675- K2,499",Yes,35 – 44,",,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,,,,"
6:45  -  6:59,60585748,Lusaka,Lusaka,Urban,Male,1,One,AB,Completed high School,Roman Catholic,Self employed,D,"K 1675- K2,499",Yes,35 – 44,",,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,,,,"
7:00  -  7:14,60585748,Lusaka,Lusaka,Urban,Male,1,One,AB,Completed high School,Roman Catholic,Self employed,D,"K 1675- K2,499",Yes,35 – 44,",,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,,,,"
9:15  -  9:29,60585748,Lusaka,Lusaka,Urban,Male,1,One,AB,Completed high School,Roman Catholic,Self employed,D,"K 1675- K2,499",Yes,35 – 44,",,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,,,,"
6:15  -  6:29,60585748,Lusaka,Lusaka,Urban,Male,1,One,AB,Completed high School,Roman Catholic,Self employed,D,"K 1675- K2,499",Yes,35 – 44,",,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,,,,"
6:00  -  6:14,60585748,Lusaka,Lusaka,Urban,Male,1,One,AB,Completed high School,Roman Catholic,Self employed,D,"K 1675- K2,499",Yes,35 – 44,",,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,,,,"
9:00  -  9:14,60585748,Lusaka,Lusaka,Urban,Male,1,One,AB,Completed high School,Roman Catholic,Self employed,D,"K 1675- K2,499",Yes,35 – 44,",,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,,,,"
8:30  -  8:44,60585748,Lusaka,Lusaka,Urban,Male,1,One,AB,Completed high School,Roman Catholic,Self employed,D,"K 1675- K2,499",Yes,35 – 44,",,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,,,,"
19:15  -  19:29,60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,"
13:15  -  13:29,60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,"
6:30  -  6:44,60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,"
19:30  -  19:44,60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,"
7:15  -  7:29,60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,"
12:00  -  12:14,60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,"
7:45  -  7:59,60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,"
7:30  -  7:44,60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,"
13:00  -  13:14,60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,"
6:45  -  6:59,60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,"
18:45  -  18:59,60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,"
7:00  -  7:14,60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,"
12:15  -  12:29,60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,"
12:30  -  12:44,60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,"
6:15  -  6:29,60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,"
6:00  -  6:14,60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,"
19:00  -  19:14,60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,"
19:45  -  19:59,60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,"
12:45  -  12:59,60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34,",,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,,,,"
7:15  -  7:29,60595424,Lusaka,Lusaka,Urban,Male,1,None,C1,Some university,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,35 – 44,",,,,,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,"
7:45  -  7:59,60595424,Lusaka,Lusaka,Urban,Male,1,None,C1,Some university,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,35 – 44,",,,,,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,"
7:30  -  7:44,60595424,Lusaka,Lusaka,Urban,Male,1,None,C1,Some university,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,35 – 44,",,,,,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,"
10:00  -  10:14,60595424,Lusaka,Lusaka,Urban,Male,1,None,C1,Some university,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,35 – 44,",,,,,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,"
7:00  -  7:14,60595424,Lusaka,Lusaka,Urban,Male,1,None,C1,Some university,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,35 – 44,",,,,,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,"
10:15  -  10:29,60595424,Lusaka,Lusaka,Urban,Male,1,None,C1,Some university,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,35 – 44,",,,,,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,"
10:30  -  10:44,60595424,Lusaka,Lusaka,Urban,Male,1,None,C1,Some university,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,35 – 44,",,,,,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,"
10:45  -  10:59,60595424,Lusaka,Lusaka,Urban,Male,1,None,C1,Some university,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,35 – 44,",,,,,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,"
7:15  -  7:29,60595425,Lusaka,Lusaka,Urban,Male,1,None,AB,Some university,Roman Catholic,Unemployed [NOT SEEKING A JOB],C2,"K 1675- K2,499",Yes,25 – 34,",,,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,"
7:45  -  7:59,60595425,Lusaka,Lusaka,Urban,Male,1,None,AB,Some university,Roman Catholic,Unemployed [NOT SEEKING A JOB],C2,"K 1675- K2,499",Yes,25 – 34,",,,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,"
7:30  -  7:44,60595425,Lusaka,Lusaka,Urban,Male,1,None,AB,Some university,Roman Catholic,Unemployed [NOT SEEKING A JOB],C2,"K 1675- K2,499",Yes,25 – 34,",,,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,"
6:45  -  6:59,60595425,Lusaka,Lusaka,Urban,Male,1,None,AB,Some university,Roman Catholic,Unemployed [NOT SEEKING A JOB],C2,"K 1675- K2,499",Yes,25 – 34,",,,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,"
7:00  -  7:14,60595425,Lusaka,Lusaka,Urban,Male,1,None,AB,Some university,Roman Catholic,Unemployed [NOT SEEKING A JOB],C2,"K 1675- K2,499",Yes,25 – 34,",,,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,"
8:00  -  8:14,60595425,Lusaka,Lusaka,Urban,Male,1,None,AB,Some university,Roman Catholic,Unemployed [NOT SEEKING A JOB],C2,"K 1675- K2,499",Yes,25 – 34,",,,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,"
14:30  -  14:44,60612960,Lusaka,Lusaka,Urban,Male,1,None,AB,Completed high School,Roman Catholic,Self employed,Do not know,Do not know,Yes,25 – 34,",,,,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,,,"
16:00  -  16:14,60612960,Lusaka,Lusaka,Urban,Male,1,None,AB,Completed high School,Roman Catholic,Self employed,Do not know,Do not know,Yes,25 – 34,",,,,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,,,"
16:15  -  16:29,60612960,Lusaka,Lusaka,Urban,Male,1,None,AB,Completed high School,Roman Catholic,Self employed,Do not know,Do not know,Yes,25 – 34,",,,,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,,,"
14:45  -  14:59,60612960,Lusaka,Lusaka,Urban,Male,1,None,AB,Completed high School,Roman Catholic,Self employed,Do not know,Do not know,Yes,25 – 34,",,,,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,,,"
15:00  -  15:14,60612960,Lusaka,Lusaka,Urban,Male,1,None,AB,Completed high School,Roman Catholic,Self employed,Do not know,Do not know,Yes,25 – 34,",,,,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,,,"
15:45  -  15:59,60612960,Lusaka,Lusaka,Urban,Male,1,None,AB,Completed high School,Roman Catholic,Self employed,Do not know,Do not know,Yes,25 – 34,",,,,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,,,"
15:15  -  15:29,60612960,Lusaka,Lusaka,Urban,Male,1,None,AB,Completed high School,Roman Catholic,Self employed,Do not know,Do not know,Yes,25 – 34,",,,,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,,,"
15:30  -  15:44,60612960,Lusaka,Lusaka,Urban,Male,1,None,AB,Completed high School,Roman Catholic,Self employed,Do not know,Do not know,Yes,25 – 34,",,,,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,,,"
8:15  -  8:29,60689747,Lusaka,Lusaka,Urban,Female,1,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,Under K 849,Yes,25 – 34,",,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,,,,"
8:45  -  8:59,60689747,Lusaka,Lusaka,Urban,Female,1,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,Under K 849,Yes,25 – 34,",,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,,,,"
8:30  -  8:44,60689747,Lusaka,Lusaka,Urban,Female,1,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,Under K 849,Yes,25 – 34,",,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,,,,"
8:00  -  8:14,60689747,Lusaka,Lusaka,Urban,Female,1,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,Under K 849,Yes,25 – 34,",,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,,,,"
10:15  -  10:29,60689748,Lusaka,Lusaka,Urban,Male,1,Two or More,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,,,,,,,"
10:30  -  10:44,60689748,Lusaka,Lusaka,Urban,Male,1,Two or More,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,,,,,,,"
10:00  -  10:14,60689748,Lusaka,Lusaka,Urban,Male,1,Two or More,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,,,,,,,"
6:30  -  6:44,60689990,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34,",,,,,,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
6:45  -  6:59,60689990,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34,",,,,,,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
7:00  -  7:14,60689990,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34,",,,,,,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
6:15  -  6:29,60689990,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34,",,,,,,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
6:00  -  6:14,60689990,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34,",,,,,,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
16:00  -  16:14,60689992,Lusaka,Lusaka,Urban,Female,1,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,"
15:00  -  15:14,60689992,Lusaka,Lusaka,Urban,Female,1,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,"
15:45  -  15:59,60689992,Lusaka,Lusaka,Urban,Female,1,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,"
15:15  -  15:29,60689992,Lusaka,Lusaka,Urban,Female,1,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,"
15:30  -  15:44,60689992,Lusaka,Lusaka,Urban,Female,1,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,"
16:00  -  16:14,60689995,Lusaka,Lusaka,Urban,Female,1,None,AB,Completed high School,Other Christian,Working Part-Time,C1,"K 3,155   -  K 3,890",Yes,25 – 34,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,"
16:15  -  16:29,60689995,Lusaka,Lusaka,Urban,Female,1,None,AB,Completed high School,Other Christian,Working Part-Time,C1,"K 3,155   -  K 3,890",Yes,25 – 34,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,"
