,African Movie Channel AMC  Yesterday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,African Movie Channel AMC  Yesterday
116,14:30  -  14:44,60665523,Copperbelt,Kalulushi,Urban,Female,2,None,C1,Don’t know (DON’T READ),Other Christian,Housewife,C2,"K 3,891  -  K 4,627",Yes,35 – 44,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
117,14:15  -  14:29,60665523,Copperbelt,Kalulushi,Urban,Female,2,None,C1,Don’t know (DON’T READ),Other Christian,Housewife,C2,"K 3,891  -  K 4,627",Yes,35 – 44,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
118,15:30  -  15:44,60665523,Copperbelt,Kalulushi,Urban,Female,2,None,C1,Don’t know (DON’T READ),Other Christian,Housewife,C2,"K 3,891  -  K 4,627",Yes,35 – 44,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
119,13:00  -  13:14,60665523,Copperbelt,Kalulushi,Urban,Female,2,None,C1,Don’t know (DON’T READ),Other Christian,Housewife,C2,"K 3,891  -  K 4,627",Yes,35 – 44,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
120,15:00  -  15:14,60665523,Copperbelt,Kalulushi,Urban,Female,2,None,C1,Don’t know (DON’T READ),Other Christian,Housewife,C2,"K 3,891  -  K 4,627",Yes,35 – 44,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
121,15:15  -  15:29,60665523,Copperbelt,Kalulushi,Urban,Female,2,None,C1,Don’t know (DON’T READ),Other Christian,Housewife,C2,"K 3,891  -  K 4,627",Yes,35 – 44,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
122,13:15  -  13:29,60665523,Copperbelt,Kalulushi,Urban,Female,2,None,C1,Don’t know (DON’T READ),Other Christian,Housewife,C2,"K 3,891  -  K 4,627",Yes,35 – 44,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
123,13:30  -  13:44,60665523,Copperbelt,Kalulushi,Urban,Female,2,None,C1,Don’t know (DON’T READ),Other Christian,Housewife,C2,"K 3,891  -  K 4,627",Yes,35 – 44,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
124,16:00  -  16:14,60665523,Copperbelt,Kalulushi,Urban,Female,2,None,C1,Don’t know (DON’T READ),Other Christian,Housewife,C2,"K 3,891  -  K 4,627",Yes,35 – 44,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
125,15:45  -  15:59,60665523,Copperbelt,Kalulushi,Urban,Female,2,None,C1,Don’t know (DON’T READ),Other Christian,Housewife,C2,"K 3,891  -  K 4,627",Yes,35 – 44,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
126,14:45  -  14:59,60665523,Copperbelt,Kalulushi,Urban,Female,2,None,C1,Don’t know (DON’T READ),Other Christian,Housewife,C2,"K 3,891  -  K 4,627",Yes,35 – 44,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
127,19:00  -  19:14,60670480,Lusaka,Lusaka district,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
128,18:45  -  18:59,60670480,Lusaka,Lusaka district,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
129,19:45  -  19:59,60670480,Lusaka,Lusaka district,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
130,18:15  -  18:29,60670480,Lusaka,Lusaka district,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
131,18:00  -  18:14,60670480,Lusaka,Lusaka district,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
132,20:15  -  20:29,60670480,Lusaka,Lusaka district,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
133,19:15  -  19:29,60670480,Lusaka,Lusaka district,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
134,18:30  -  18:44,60670480,Lusaka,Lusaka district,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
135,20:00  -  20:14,60670480,Lusaka,Lusaka district,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
136,19:30  -  19:44,60670480,Lusaka,Lusaka district,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C2,"K 3,891  -  K 4,627",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
137,13:00  -  13:14,82105046,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Other Christian,Retired - voluntary scholarspensioners,C1,"K 1675- K2,499",Yes,35 – 44,"9:00  -  9:14,10:15  -  10:29,13:00  -  13:14,15:45  -  15:59"
138,15:45  -  15:59,82105046,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Other Christian,Retired - voluntary scholarspensioners,C1,"K 1675- K2,499",Yes,35 – 44,"9:00  -  9:14,10:15  -  10:29,13:00  -  13:14,15:45  -  15:59"
139,9:00  -  9:14,82105046,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Other Christian,Retired - voluntary scholarspensioners,C1,"K 1675- K2,499",Yes,35 – 44,"9:00  -  9:14,10:15  -  10:29,13:00  -  13:14,15:45  -  15:59"
140,10:15  -  10:29,82105046,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Other Christian,Retired - voluntary scholarspensioners,C1,"K 1675- K2,499",Yes,35 – 44,"9:00  -  9:14,10:15  -  10:29,13:00  -  13:14,15:45  -  15:59"
141,21:45  -  21:59,82105099,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some high school,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,21:45  -  21:59
142,19:15  -  19:29,82105101,Copperbelt,Kitwe,Urban,Female,2,None,C1,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,19:15  -  19:29
143,15:15  -  15:29,82184233,Copperbelt,Kitwe,Urban,Female,2,None,C1,Some primary school,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,15:15  -  15:29
144,7:30  -  7:44,82188309,Copperbelt,Kitwe,Urban,Female,2,One,C1,Some primary school,Other Christian,A business owner,C1,"K 3,155   -  K 3,890",Yes,35 – 44,7:30  -  7:44
145,14:45  -  14:59,82191573,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some primary school,Other Christian,A business owner,C1,"K 3,891  -  K 4,627",Yes,35 – 44,14:45  -  14:59
146,14:15  -  14:29,82195184,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,19 – 24,14:15  -  14:29
147,11:45  -  11:59,82203700,Copperbelt,Kitwe,Urban,Female,2,None,C1,Some university,Other Christian,A housewife/househusband,C1,"K 1675- K2,499",Yes,25 – 34,11:45  -  11:59
148,13:45  -  13:59,82267635,Copperbelt,Ndola,Urban,Male,2,Two or More,C1,Completed high School,Other Christian,A housewife/househusband,C1,Refusal [Do not show],Yes,25 – 34,13:45  -  13:59
149,16:15  -  16:29,82278491,Copperbelt,Kitwe,Urban,Female,2,None,C1,Completed high School,Other Christian,Retired - voluntary scholarspensioners,C1,"K 2,500   -  K 3,154",Yes,35 – 44,16:15  -  16:29
150,13:15  -  13:29,82286032,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,25 – 34,13:15  -  13:29
151,13:45  -  13:59,82291925,Copperbelt,Kitwe,Urban,Female,3,None,C1,Some university,Other Christian,Student,C1,"K 3,155   -  K 3,890",Yes,35 – 44,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14"
152,14:00  -  14:14,82291925,Copperbelt,Kitwe,Urban,Female,3,None,C1,Some university,Other Christian,Student,C1,"K 3,155   -  K 3,890",Yes,35 – 44,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14"
153,13:00  -  13:14,82291925,Copperbelt,Kitwe,Urban,Female,3,None,C1,Some university,Other Christian,Student,C1,"K 3,155   -  K 3,890",Yes,35 – 44,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14"
154,13:15  -  13:29,82291925,Copperbelt,Kitwe,Urban,Female,3,None,C1,Some university,Other Christian,Student,C1,"K 3,155   -  K 3,890",Yes,35 – 44,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14"
155,13:30  -  13:44,82291925,Copperbelt,Kitwe,Urban,Female,3,None,C1,Some university,Other Christian,Student,C1,"K 3,155   -  K 3,890",Yes,35 – 44,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14"
156,9:00  -  9:14,82366370,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,9:00  -  9:14
157,8:15  -  8:29,82369702,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
158,8:00  -  8:14,82369702,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
159,8:30  -  8:44,82369702,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
160,9:30  -  9:44,82369702,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
161,9:45  -  9:59,82369702,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
162,9:15  -  9:29,82369702,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
163,9:00  -  9:14,82369702,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
164,8:45  -  8:59,82369702,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
165,11:45  -  11:59,82372511,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A housewife/househusband,C1,"K 1675- K2,499",Yes,25 – 34,11:45  -  11:59
166,22:15  -  22:29,82378692,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
167,19:00  -  19:14,82378692,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
168,19:45  -  19:59,82378692,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
169,18:15  -  18:29,82378692,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
170,22:00  -  22:14,82378692,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
171,20:15  -  20:29,82378692,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
172,20:30  -  20:44,82378692,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
173,18:30  -  18:44,82378692,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
174,18:45  -  18:59,82378692,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
175,18:00  -  18:14,82378692,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
176,19:15  -  19:29,82378692,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
177,22:30  -  22:44,82378692,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
178,21:45  -  21:59,82378692,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
179,22:45  -  22:59,82378692,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
180,21:00  -  21:14,82378692,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
181,20:45  -  20:59,82378692,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
182,21:30  -  21:44,82378692,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
183,21:15  -  21:29,82378692,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
184,20:00  -  20:14,82378692,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
