,African magic  Monday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,African magic  Monday
530,12:00  -  12:14,82195764,North-Western,Solwezi,Urban,Male,1,None,C1,Some university,Other Christian,Working Full-Time,C1,"K 4,628   -  K 5,364",Yes,19 – 24,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
531,12:15  -  12:29,82195764,North-Western,Solwezi,Urban,Male,1,None,C1,Some university,Other Christian,Working Full-Time,C1,"K 4,628   -  K 5,364",Yes,19 – 24,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
532,18:45  -  18:59,82203329,Southern,Livingstone,Urban,Female,0,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,K 850-K 1674,Yes,35 – 44,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
533,17:15  -  17:29,82203329,Southern,Livingstone,Urban,Female,0,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,K 850-K 1674,Yes,35 – 44,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
534,16:45  -  16:59,82203329,Southern,Livingstone,Urban,Female,0,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,K 850-K 1674,Yes,35 – 44,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
535,17:00  -  17:14,82203329,Southern,Livingstone,Urban,Female,0,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,K 850-K 1674,Yes,35 – 44,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
536,18:15  -  18:29,82203329,Southern,Livingstone,Urban,Female,0,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,K 850-K 1674,Yes,35 – 44,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
537,18:00  -  18:14,82203329,Southern,Livingstone,Urban,Female,0,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,K 850-K 1674,Yes,35 – 44,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
538,16:15  -  16:29,82203329,Southern,Livingstone,Urban,Female,0,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,K 850-K 1674,Yes,35 – 44,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
539,18:30  -  18:44,82203329,Southern,Livingstone,Urban,Female,0,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,K 850-K 1674,Yes,35 – 44,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
540,17:45  -  17:59,82203329,Southern,Livingstone,Urban,Female,0,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,K 850-K 1674,Yes,35 – 44,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
541,17:30  -  17:44,82203329,Southern,Livingstone,Urban,Female,0,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,K 850-K 1674,Yes,35 – 44,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
542,16:00  -  16:14,82203329,Southern,Livingstone,Urban,Female,0,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,K 850-K 1674,Yes,35 – 44,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
543,16:30  -  16:44,82203329,Southern,Livingstone,Urban,Female,0,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,K 850-K 1674,Yes,35 – 44,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
544,10:00  -  10:14,82203700,Copperbelt,Kitwe,Urban,Female,2,None,C1,Some university,Other Christian,A housewife/househusband,C1,"K 1675- K2,499",Yes,25 – 34,10:00  -  10:14
545,8:15  -  8:29,82210552,Eastern,Chipata,Rural,Female,1,None,C1,Completed high School,Other Christian,Other (specify),C1,K 850-K 1674,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
546,8:00  -  8:14,82210552,Eastern,Chipata,Rural,Female,1,None,C1,Completed high School,Other Christian,Other (specify),C1,K 850-K 1674,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
547,8:30  -  8:44,82210552,Eastern,Chipata,Rural,Female,1,None,C1,Completed high School,Other Christian,Other (specify),C1,K 850-K 1674,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
548,9:30  -  9:44,82210552,Eastern,Chipata,Rural,Female,1,None,C1,Completed high School,Other Christian,Other (specify),C1,K 850-K 1674,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
549,9:45  -  9:59,82210552,Eastern,Chipata,Rural,Female,1,None,C1,Completed high School,Other Christian,Other (specify),C1,K 850-K 1674,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
550,9:15  -  9:29,82210552,Eastern,Chipata,Rural,Female,1,None,C1,Completed high School,Other Christian,Other (specify),C1,K 850-K 1674,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
551,9:00  -  9:14,82210552,Eastern,Chipata,Rural,Female,1,None,C1,Completed high School,Other Christian,Other (specify),C1,K 850-K 1674,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
552,8:45  -  8:59,82210552,Eastern,Chipata,Rural,Female,1,None,C1,Completed high School,Other Christian,Other (specify),C1,K 850-K 1674,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
553,18:45  -  18:59,82210554,Eastern,Chipata,Rural,Male,1,One,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
554,17:15  -  17:29,82210554,Eastern,Chipata,Rural,Male,1,One,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
555,9:30  -  9:44,82210554,Eastern,Chipata,Rural,Male,1,One,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
556,17:30  -  17:44,82210554,Eastern,Chipata,Rural,Male,1,One,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
557,17:00  -  17:14,82210554,Eastern,Chipata,Rural,Male,1,One,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
558,18:15  -  18:29,82210554,Eastern,Chipata,Rural,Male,1,One,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
559,18:00  -  18:14,82210554,Eastern,Chipata,Rural,Male,1,One,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
560,10:30  -  10:44,82210554,Eastern,Chipata,Rural,Male,1,One,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
561,9:45  -  9:59,82210554,Eastern,Chipata,Rural,Male,1,One,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
562,18:30  -  18:44,82210554,Eastern,Chipata,Rural,Male,1,One,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
563,17:45  -  17:59,82210554,Eastern,Chipata,Rural,Male,1,One,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
564,10:45  -  10:59,82210554,Eastern,Chipata,Rural,Male,1,One,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
565,9:15  -  9:29,82210554,Eastern,Chipata,Rural,Male,1,One,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
566,10:00  -  10:14,82210554,Eastern,Chipata,Rural,Male,1,One,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
567,9:00  -  9:14,82210554,Eastern,Chipata,Rural,Male,1,One,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
568,10:15  -  10:29,82210554,Eastern,Chipata,Rural,Male,1,One,C1,Some high school,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
569,17:00  -  17:14,82212291,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"12:00  -  12:14,17:00  -  17:14"
570,12:00  -  12:14,82212291,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"12:00  -  12:14,17:00  -  17:14"
571,17:00  -  17:14,82212475,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,Self employed,C1,K 850-K 1674,Yes,19 – 24,"13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,17:00  -  17:14"
572,14:00  -  14:14,82212475,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,Self employed,C1,K 850-K 1674,Yes,19 – 24,"13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,17:00  -  17:14"
573,13:15  -  13:29,82212475,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,Self employed,C1,K 850-K 1674,Yes,19 – 24,"13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,17:00  -  17:14"
574,13:30  -  13:44,82212475,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,Self employed,C1,K 850-K 1674,Yes,19 – 24,"13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,17:00  -  17:14"
575,13:00  -  13:14,82225751,Copperbelt,Ndola,Urban,Male,3,Two or More,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,13:00  -  13:14
576,15:00  -  15:14,82267136,North-Western,Solwezi,Urban,Female,0,None,C1,Some high school,Other Christian,Self employed,C1,Under K 849,Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14"
577,14:30  -  14:44,82267136,North-Western,Solwezi,Urban,Female,0,None,C1,Some high school,Other Christian,Self employed,C1,Under K 849,Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14"
578,14:15  -  14:29,82267136,North-Western,Solwezi,Urban,Female,0,None,C1,Some high school,Other Christian,Self employed,C1,Under K 849,Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14"
579,14:00  -  14:14,82267136,North-Western,Solwezi,Urban,Female,0,None,C1,Some high school,Other Christian,Self employed,C1,Under K 849,Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14"
580,15:00  -  15:14,82267635,Copperbelt,Ndola,Urban,Male,2,Two or More,C1,Completed high School,Other Christian,A housewife/househusband,C1,Refusal [Do not show],Yes,25 – 34,15:00  -  15:14
581,7:45  -  7:59,82274453,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,25 – 34,7:45  -  7:59
582,9:00  -  9:14,82278491,Copperbelt,Kitwe,Urban,Female,2,None,C1,Completed high School,Other Christian,Retired - voluntary scholarspensioners,C1,"K 2,500   -  K 3,154",Yes,35 – 44,9:00  -  9:14
583,9:00  -  9:14,82281434,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A housewife/househusband,C1,"K 1675- K2,499",Yes,19 – 24,9:00  -  9:14
584,11:30  -  11:44,82286032,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,25 – 34,11:30  -  11:44
585,7:00  -  7:14,82287753,North-Western,Solwezi,Rural,Male,1,None,C1,Completed high School,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
586,6:15  -  6:29,82287753,North-Western,Solwezi,Rural,Male,1,None,C1,Completed high School,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
587,6:30  -  6:44,82287753,North-Western,Solwezi,Rural,Male,1,None,C1,Completed high School,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
588,6:00  -  6:14,82287753,North-Western,Solwezi,Rural,Male,1,None,C1,Completed high School,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
589,6:45  -  6:59,82287753,North-Western,Solwezi,Rural,Male,1,None,C1,Completed high School,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
590,6:00  -  6:14,82366370,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,"6:00  -  6:14,7:00  -  7:14"
591,7:00  -  7:14,82366370,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,"6:00  -  6:14,7:00  -  7:14"
592,7:00  -  7:14,82369480,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,25 – 34,7:00  -  7:14
593,14:15  -  14:29,82372511,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A housewife/househusband,C1,"K 1675- K2,499",Yes,25 – 34,14:15  -  14:29
594,7:45  -  7:59,82382796,Copperbelt,Kitwe,Urban,Female,1,None,C1,Completed high School,Other Christian,A housewife/househusband,C1,"K 1675- K2,499",Yes,25 – 34,7:45  -  7:59
595,20:00  -  20:14,82456633,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34,20:00  -  20:14
596,15:00  -  15:14,82459343,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,25 – 34,15:00  -  15:14
597,12:00  -  12:14,82470054,Copperbelt,Ndola,Urban,Female,1,One,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,19 – 24,"12:00  -  12:14,14:45  -  14:59"
598,14:45  -  14:59,82470054,Copperbelt,Ndola,Urban,Female,1,One,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,19 – 24,"12:00  -  12:14,14:45  -  14:59"
599,17:15  -  17:29,82470055,Copperbelt,Ndola,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,"14:45  -  14:59,15:00  -  15:14,15:30  -  15:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
600,17:00  -  17:14,82470055,Copperbelt,Ndola,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,"14:45  -  14:59,15:00  -  15:14,15:30  -  15:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
601,18:00  -  18:14,82470055,Copperbelt,Ndola,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,"14:45  -  14:59,15:00  -  15:14,15:30  -  15:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
602,15:30  -  15:44,82470055,Copperbelt,Ndola,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,"14:45  -  14:59,15:00  -  15:14,15:30  -  15:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
603,15:00  -  15:14,82470055,Copperbelt,Ndola,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,"14:45  -  14:59,15:00  -  15:14,15:30  -  15:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
604,17:45  -  17:59,82470055,Copperbelt,Ndola,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,"14:45  -  14:59,15:00  -  15:14,15:30  -  15:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
605,17:30  -  17:44,82470055,Copperbelt,Ndola,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,"14:45  -  14:59,15:00  -  15:14,15:30  -  15:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
606,14:45  -  14:59,82470055,Copperbelt,Ndola,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,"14:45  -  14:59,15:00  -  15:14,15:30  -  15:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
607,13:00  -  13:14,82498314,Copperbelt,Ndola,Urban,Male,2,None,C1,Some high school,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,35 – 44,"10:30  -  10:44,13:00  -  13:14"
608,10:30  -  10:44,82498314,Copperbelt,Ndola,Urban,Male,2,None,C1,Some high school,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,35 – 44,"10:30  -  10:44,13:00  -  13:14"
609,14:00  -  14:14,82498315,Copperbelt,Ndola,Urban,Female,1,One,C1,Some primary school,Other Christian,A commercial farmer/fisherman,C1,Refusal [Do not show],Yes,19 – 24,"9:00  -  9:14,10:15  -  10:29,14:00  -  14:14"
610,9:00  -  9:14,82498315,Copperbelt,Ndola,Urban,Female,1,One,C1,Some primary school,Other Christian,A commercial farmer/fisherman,C1,Refusal [Do not show],Yes,19 – 24,"9:00  -  9:14,10:15  -  10:29,14:00  -  14:14"
611,10:15  -  10:29,82498315,Copperbelt,Ndola,Urban,Female,1,One,C1,Some primary school,Other Christian,A commercial farmer/fisherman,C1,Refusal [Do not show],Yes,19 – 24,"9:00  -  9:14,10:15  -  10:29,14:00  -  14:14"
612,15:00  -  15:14,82541841,Copperbelt,Ndola,Urban,Male,1,None,C1,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,25 – 34,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
613,14:30  -  14:44,82541841,Copperbelt,Ndola,Urban,Male,1,None,C1,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,25 – 34,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
614,14:45  -  14:59,82541841,Copperbelt,Ndola,Urban,Male,1,None,C1,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,25 – 34,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
615,13:00  -  13:14,82543554,Copperbelt,Ndola,Urban,Male,1,One,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44"
