,BBC World News  Yesterday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,BBC World News  Yesterday
142,16:00  -  16:14,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
143,20:00  -  20:14,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
144,7:00  -  7:14,60584014,Eastern,Petauke,Urban,Female,1,None,C1,University completed,Other Christian,Working Full-Time,AB,"K 21,371   -  K 26,319",Yes,25 – 34,"5:15  -  5:29,7:00  -  7:14,7:15  -  7:29"
145,5:15  -  5:29,60584014,Eastern,Petauke,Urban,Female,1,None,C1,University completed,Other Christian,Working Full-Time,AB,"K 21,371   -  K 26,319",Yes,25 – 34,"5:15  -  5:29,7:00  -  7:14,7:15  -  7:29"
146,7:15  -  7:29,60584014,Eastern,Petauke,Urban,Female,1,None,C1,University completed,Other Christian,Working Full-Time,AB,"K 21,371   -  K 26,319",Yes,25 – 34,"5:15  -  5:29,7:00  -  7:14,7:15  -  7:29"
147,18:45  -  18:59,60588156,Southern,Livingstone,Urban,Male,0,None,C1,Some university,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
148,18:15  -  18:29,60588156,Southern,Livingstone,Urban,Male,0,None,C1,Some university,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
149,18:00  -  18:14,60588156,Southern,Livingstone,Urban,Male,0,None,C1,Some university,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
150,18:30  -  18:44,60588156,Southern,Livingstone,Urban,Male,0,None,C1,Some university,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
151,17:45  -  17:59,60588156,Southern,Livingstone,Urban,Male,0,None,C1,Some university,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,35 – 44,"17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
152,7:00  -  7:14,60618176,Eastern,Chipata,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44"
153,7:15  -  7:29,60618176,Eastern,Chipata,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44"
154,7:30  -  7:44,60618176,Eastern,Chipata,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44"
155,4:45  -  4:59,60628617,Eastern,Petauke,Urban,Female,1,None,C1,University completed,Roman Catholic,Working Full-Time,C1,"K 6,103   -  K 7,892",Yes,35 – 44,4:45  -  4:59
156,7:15  -  7:29,60629472,Eastern,Chipata,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,Do not know,Under K 849,Yes,19 – 24,"7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
157,7:45  -  7:59,60629472,Eastern,Chipata,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,Do not know,Under K 849,Yes,19 – 24,"7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
158,7:30  -  7:44,60629472,Eastern,Chipata,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,Do not know,Under K 849,Yes,19 – 24,"7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
159,11:15  -  11:29,60664687,Copperbelt,Kalulushi,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,D,K 850-K 1674,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
160,10:30  -  10:44,60664687,Copperbelt,Kalulushi,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,D,K 850-K 1674,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
161,11:30  -  11:44,60664687,Copperbelt,Kalulushi,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,D,K 850-K 1674,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
162,11:45  -  11:59,60664687,Copperbelt,Kalulushi,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,D,K 850-K 1674,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
163,11:00  -  11:14,60664687,Copperbelt,Kalulushi,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,D,K 850-K 1674,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
164,10:45  -  10:59,60664687,Copperbelt,Kalulushi,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,D,K 850-K 1674,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
165,12:00  -  12:14,60664687,Copperbelt,Kalulushi,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,D,K 850-K 1674,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
166,10:00  -  10:14,60664687,Copperbelt,Kalulushi,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,D,K 850-K 1674,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
167,10:15  -  10:29,60664687,Copperbelt,Kalulushi,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,D,K 850-K 1674,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
168,7:00  -  7:14,60669890,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 1675- K2,499",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29"
169,7:15  -  7:29,60669890,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 1675- K2,499",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29"
170,7:15  -  7:29,60772782,Eastern,Chipata,Rural,Female,1,None,C1,Some university,Roman Catholic,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"7:15  -  7:29,10:30  -  10:44"
171,10:30  -  10:44,60772782,Eastern,Chipata,Rural,Female,1,None,C1,Some university,Roman Catholic,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"7:15  -  7:29,10:30  -  10:44"
172,7:00  -  7:14,60772788,Eastern,Chipata,Rural,Male,1,None,C1,University completed,Roman Catholic,Working Full-Time,C1,"K 6,103   -  K 7,892",Yes,25 – 34,"7:00  -  7:14,7:30  -  7:44"
173,7:30  -  7:44,60772788,Eastern,Chipata,Rural,Male,1,None,C1,University completed,Roman Catholic,Working Full-Time,C1,"K 6,103   -  K 7,892",Yes,25 – 34,"7:00  -  7:14,7:30  -  7:44"
174,18:15  -  18:29,60774045,Northern,Kasama,Urban,Male,1,One,C1,Any other post-high school qualification,Other Christian,Working Full-Time,Do not know,Do not know,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29"
175,18:00  -  18:14,60774045,Northern,Kasama,Urban,Male,1,One,C1,Any other post-high school qualification,Other Christian,Working Full-Time,Do not know,Do not know,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29"
176,7:00  -  7:14,60774189,Eastern,Chipata,Rural,Female,1,None,C1,Some university,Other Christian,Working Full-Time,C2,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:30  -  7:44"
177,7:30  -  7:44,60774189,Eastern,Chipata,Rural,Female,1,None,C1,Some university,Other Christian,Working Full-Time,C2,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:30  -  7:44"
178,16:45  -  16:59,60779363,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some university,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
179,17:00  -  17:14,60779363,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some university,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
180,16:15  -  16:29,60779363,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some university,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
181,16:00  -  16:14,60779363,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some university,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
182,16:30  -  16:44,60779363,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some university,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,25 – 34,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
183,4:15  -  4:29,82009407,Southern,Livingstone,Urban,Male,0,None,C1,Some university,Other Christian,Self employed,C1,"K 1675- K2,499",No,35 – 44,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59"
184,5:30  -  5:44,82009407,Southern,Livingstone,Urban,Male,0,None,C1,Some university,Other Christian,Self employed,C1,"K 1675- K2,499",No,35 – 44,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59"
185,4:30  -  4:44,82009407,Southern,Livingstone,Urban,Male,0,None,C1,Some university,Other Christian,Self employed,C1,"K 1675- K2,499",No,35 – 44,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59"
186,5:45  -  5:59,82009407,Southern,Livingstone,Urban,Male,0,None,C1,Some university,Other Christian,Self employed,C1,"K 1675- K2,499",No,35 – 44,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59"
187,5:15  -  5:29,82009407,Southern,Livingstone,Urban,Male,0,None,C1,Some university,Other Christian,Self employed,C1,"K 1675- K2,499",No,35 – 44,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59"
188,5:00  -  5:14,82009407,Southern,Livingstone,Urban,Male,0,None,C1,Some university,Other Christian,Self employed,C1,"K 1675- K2,499",No,35 – 44,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59"
189,4:00  -  4:14,82009407,Southern,Livingstone,Urban,Male,0,None,C1,Some university,Other Christian,Self employed,C1,"K 1675- K2,499",No,35 – 44,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59"
190,4:45  -  4:59,82009407,Southern,Livingstone,Urban,Male,0,None,C1,Some university,Other Christian,Self employed,C1,"K 1675- K2,499",No,35 – 44,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59"
191,19:00  -  19:14,82024076,Southern,Livingstone,Urban,Male,1,None,C1,Completed high School,Other Christian,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29"
192,19:15  -  19:29,82024076,Southern,Livingstone,Urban,Male,1,None,C1,Completed high School,Other Christian,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29"
193,21:00  -  21:14,82033093,Eastern,Chipata,Rural,Male,1,None,C1,University completed,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
194,20:45  -  20:59,82033093,Eastern,Chipata,Rural,Male,1,None,C1,University completed,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
195,22:00  -  22:14,82033093,Eastern,Chipata,Rural,Male,1,None,C1,University completed,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
196,21:30  -  21:44,82033093,Eastern,Chipata,Rural,Male,1,None,C1,University completed,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
197,20:15  -  20:29,82033093,Eastern,Chipata,Rural,Male,1,None,C1,University completed,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
198,21:15  -  21:29,82033093,Eastern,Chipata,Rural,Male,1,None,C1,University completed,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
199,20:30  -  20:44,82033093,Eastern,Chipata,Rural,Male,1,None,C1,University completed,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
200,21:45  -  21:59,82033093,Eastern,Chipata,Rural,Male,1,None,C1,University completed,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
201,20:00  -  20:14,82033093,Eastern,Chipata,Rural,Male,1,None,C1,University completed,Other Christian,Student,C1,Under K 849,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
202,20:30  -  20:44,82088904,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C1,K 850-K 1674,Yes,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
203,20:15  -  20:29,82088904,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C1,K 850-K 1674,Yes,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
204,20:00  -  20:14,82088904,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C1,K 850-K 1674,Yes,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
205,7:00  -  7:14,82102969,Southern,Livingstone,Urban,Male,1,None,C1,Some high school,Other Christian,Retired - voluntary scholarspensioners,C1,K 850-K 1674,No,35 – 44,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
206,7:15  -  7:29,82102969,Southern,Livingstone,Urban,Male,1,None,C1,Some high school,Other Christian,Retired - voluntary scholarspensioners,C1,K 850-K 1674,No,35 – 44,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
207,7:45  -  7:59,82102969,Southern,Livingstone,Urban,Male,1,None,C1,Some high school,Other Christian,Retired - voluntary scholarspensioners,C1,K 850-K 1674,No,35 – 44,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
208,7:30  -  7:44,82102969,Southern,Livingstone,Urban,Male,1,None,C1,Some high school,Other Christian,Retired - voluntary scholarspensioners,C1,K 850-K 1674,No,35 – 44,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
209,17:00  -  17:14,82112241,Southern,Livingstone,Urban,Male,1,None,C1,Completed high School,Other Christian,Other (specify),C1,"K 2,500   -  K 3,154",No,35 – 44,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
210,17:15  -  17:29,82112241,Southern,Livingstone,Urban,Male,1,None,C1,Completed high School,Other Christian,Other (specify),C1,"K 2,500   -  K 3,154",No,35 – 44,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
211,17:45  -  17:59,82112241,Southern,Livingstone,Urban,Male,1,None,C1,Completed high School,Other Christian,Other (specify),C1,"K 2,500   -  K 3,154",No,35 – 44,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
212,17:30  -  17:44,82112241,Southern,Livingstone,Urban,Male,1,None,C1,Completed high School,Other Christian,Other (specify),C1,"K 2,500   -  K 3,154",No,35 – 44,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
213,21:30  -  21:44,82184233,Copperbelt,Kitwe,Urban,Female,2,None,C1,Some primary school,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,21:30  -  21:44
214,10:45  -  10:59,82212291,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"10:00  -  10:14,10:45  -  10:59"
215,10:00  -  10:14,82212291,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"10:00  -  10:14,10:45  -  10:59"
216,21:15  -  21:29,82267635,Copperbelt,Ndola,Urban,Male,2,Two or More,C1,Completed high School,Other Christian,A housewife/househusband,C1,Refusal [Do not show],Yes,25 – 34,21:15  -  21:29
217,10:15  -  10:29,82532621,Copperbelt,Ndola,Urban,Male,2,One,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,35 – 44,10:15  -  10:29
218,8:30  -  8:44,60628614,Eastern,Petauke,Urban,Female,1,None,C2,Some university,Anglican/Protestant,Self employed,D,K 850-K 1674,No,25 – 34,"7:30  -  7:44,7:45  -  7:59,8:30  -  8:44"
219,7:45  -  7:59,60628614,Eastern,Petauke,Urban,Female,1,None,C2,Some university,Anglican/Protestant,Self employed,D,K 850-K 1674,No,25 – 34,"7:30  -  7:44,7:45  -  7:59,8:30  -  8:44"
220,7:30  -  7:44,60628614,Eastern,Petauke,Urban,Female,1,None,C2,Some university,Anglican/Protestant,Self employed,D,K 850-K 1674,No,25 – 34,"7:30  -  7:44,7:45  -  7:59,8:30  -  8:44"
221,8:45  -  8:59,82179280,Copperbelt,Ndola,Urban,Male,3,One,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Refusal [Do not show],Yes,25 – 34,8:45  -  8:59
222,21:30  -  21:44,82203389,North-Western,Solwezi,Urban,Male,1,None,C2,Primary school completed,Other Christian,Self employed,C2,Under K 849,Yes,25 – 34,"21:15  -  21:29,21:30  -  21:44"
223,21:15  -  21:29,82203389,North-Western,Solwezi,Urban,Male,1,None,C2,Primary school completed,Other Christian,Self employed,C2,Under K 849,Yes,25 – 34,"21:15  -  21:29,21:30  -  21:44"
224,7:00  -  7:14,82267632,Copperbelt,Ndola,Urban,Male,2,Two or More,C2,Some university,Other Christian,Student,C2,Do not know,Yes,25 – 34,7:00  -  7:14
225,15:00  -  15:14,82449716,Copperbelt,Ndola,Urban,Male,1,One,C2,Some university,Other Christian,Refused/ don’t know (DON’T READ),C2,Refusal [Do not show],Yes,35 – 44,"15:00  -  15:14,15:45  -  15:59"
226,15:45  -  15:59,82449716,Copperbelt,Ndola,Urban,Male,1,One,C2,Some university,Other Christian,Refused/ don’t know (DON’T READ),C2,Refusal [Do not show],Yes,35 – 44,"15:00  -  15:14,15:45  -  15:59"
227,11:00  -  11:14,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
228,11:15  -  11:29,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
229,11:30  -  11:44,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
230,11:45  -  11:59,82256859,Southern,Livingstone,Urban,Male,1,None,DE,Completed high School,Other Christian,Do odd jobs or piece work,D,Under K 849,No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
