SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range
134668457,Northern,Mungwi,Rural,Male,1,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
134668458,Northern,Mungwi,Rural,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
134694641,Northern,Mungwi,Urban,Female,0,,DE,Tertiary,Christian,Not employed,D,Under K 849,,19 – 24
134711510,Northern,Mungwi,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,35 – 44
134711512,Northern,Mungwi,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,19 – 24
134711513,Northern,Mungwi,Urban,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,45+
134711588,Northern,Mungwi,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34
134711589,Northern,Mungwi,Urban,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44
134724457,Northern,Mungwi,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,35 – 44
134724459,Northern,Mungwi,Urban,Female,0,,DE,No formal education,Christian,Not employed,D,Under K 849,,35 – 44
134763871,Northern,Mungwi,Urban,Male,1,,DE,Primary,Christian,Not employed,D,Under K 849,,35 – 44
134816924,Northern,Mungwi,Rural,Female,1,,DE,Primary,Christian,Not employed,D,Under K 849,,45+
134816928,Northern,Mungwi,Rural,Female,1,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
134817319,Northern,Mungwi,Rural,Male,1,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
134817323,Northern,Mungwi,Rural,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,25 – 34
134817373,Northern,Mungwi,Rural,Male,0,,DE,No formal education,Christian,Not employed,D,Under K 849,,25 – 34
134846076,Northern,Kasama,Urban,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,45+
134846083,Northern,Kasama,Urban,Female,0,,DE,No formal education,Christian,Employed for cash,D,Under K 849,,35 – 44
134846144,Northern,Kasama,Urban,Female,1,,DE,No formal education,Christian,Employed for cash,D,Under K 849,,25 – 34
134849176,Northern,Kasama,Urban,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,45+
134874941,Northern,Kasama,Rural,Female,1,,DE,Secondary,Christian,Not employed,D,Under K 849,,15 – 18
134875906,Northern,Kasama,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,15 – 18
134875907,Northern,Kasama,Rural,Female,2,,DE,No formal education,Christian,Not employed,D,Under K 849,,25 – 34
134878486,Northern,Kasama,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44
134901408,Northern,Kasama,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
134901409,Northern,Kasama,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,25 – 34
134906925,Northern,Kasama,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,19 – 24
134912581,Northern,Kasama,Rural,Male,0,,DE,Primary,Christian,Not employed,D,Under K 849,,19 – 24
134912582,Northern,Kasama,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34
134914604,Northern,Kasama,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,19 – 24
134914647,Northern,Kasama,Rural,Female,1,,DE,Primary,Christian,Employed for cash,D,Under K 849,,19 – 24
134914652,Northern,Kasama,Rural,Male,2,,DE,Primary,Christian,Not employed,D,Under K 849,,15 – 18
134948492,Northern,Kasama,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,25 – 34
134948494,Northern,Kasama,Rural,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,25 – 34
134948496,Northern,Kasama,Rural,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,15 – 18
134948497,Northern,Kasama,Rural,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,25 – 34
134948498,Northern,Kasama,Rural,Male,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,15 – 18
134950710,Northern,Kasama,Rural,Male,1,,DE,Secondary,Christian,Not employed,D,Under K 849,,15 – 18
134950712,Northern,Kasama,Rural,Female,0,,DE,No formal education,Christian,Not employed,D,Under K 849,,25 – 34
134950714,Northern,Kasama,Rural,Male,0,,DE,Primary,Christian,Not employed,D,Under K 849,,25 – 34
134951941,Northern,Kasama,Rural,Female,2,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
134951944,Northern,Kasama,Rural,Female,1,,DE,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18
134951945,Northern,Kasama,Rural,Male,2,,DE,No formal education,Christian,Not employed,D,Under K 849,,19 – 24
134951947,Northern,Kasama,Rural,Male,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,25 – 34
134986386,Northern,Kasama,Rural,Male,1,,DE,Primary,Christian,Not employed,D,Under K 849,,15 – 18
134986388,Northern,Kasama,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,15 – 18
134986389,Northern,Kasama,Rural,Male,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,19 – 24
134986961,Northern,Kasama,Rural,Male,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
134986962,Northern,Kasama,Rural,Male,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,15 – 18
134988356,Northern,Kasama,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,15 – 18
134988357,Northern,Kasama,Rural,Male,0,,DE,Primary,Christian,Not employed,D,Under K 849,,19 – 24
134988358,Northern,Kasama,Rural,Male,0,,DE,Primary,Christian,Not employed,D,Under K 849,,15 – 18
134988363,Northern,Kasama,Rural,Male,1,,DE,No formal education,Christian,Not employed,D,Under K 849,,45+
135036508,Northern,Kasama,Rural,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,15 – 18
135037029,Northern,Kasama,Rural,Female,1,,DE,No formal education,Christian,Not employed,D,Under K 849,,19 – 24
135037030,Northern,Kasama,Rural,Female,1,,DE,No formal education,Christian,Not employed,D,Under K 849,,15 – 18
135037032,Northern,Kasama,Rural,Female,2,,DE,No formal education,Christian,Not employed,D,Under K 849,,19 – 24
135037033,Northern,Kasama,Rural,Female,2,,DE,No formal education,Christian,Not employed,D,Under K 849,,25 – 34
135037034,Northern,Kasama,Rural,Female,0,,DE,No formal education,Christian,Not employed,D,Under K 849,,19 – 24
135037042,Northern,Kasama,Rural,Female,2,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,19 – 24
135037043,Northern,Kasama,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
135037044,Northern,Kasama,Rural,Female,0,,DE,No formal education,Christian,Not employed,D,Under K 849,,19 – 24
135037046,Northern,Kasama,Rural,Female,0,,DE,No formal education,Christian,Not employed,D,Under K 849,,25 – 34
135037047,Northern,Kasama,Rural,Female,0,,DE,No formal education,Christian,Not employed,D,Under K 849,,25 – 34
135037390,Northern,Kasama,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,25 – 34
135037391,Northern,Kasama,Rural,Female,0,,DE,Tertiary,Christian,Not employed,D,Under K 849,,25 – 34
135037392,Northern,Kasama,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,25 – 34
135037393,Northern,Kasama,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,15 – 18
135075421,Northern,Kasama,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,25 – 34
135075422,Northern,Kasama,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,35 – 44
135075423,Northern,Kasama,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,25 – 34
135075425,Northern,Kasama,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,19 – 24
135075426,Northern,Kasama,Rural,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,25 – 34
135075427,Northern,Kasama,Rural,Female,0,,DE,No formal education,Christian,Not employed,D,Under K 849,,35 – 44
135076070,Northern,Kasama,Rural,Female,1,,DE,Primary,Christian,Not employed,D,Under K 849,,15 – 18
135076072,Northern,Kasama,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,19 – 24
135076197,Northern,Kasama,Rural,Female,1,,DE,Primary,Christian,Not employed,D,Under K 849,,25 – 34
135076198,Northern,Kasama,Rural,Female,2,,DE,Secondary,Christian,Not employed,D,Under K 849,,25 – 34
135076199,Northern,Kasama,Rural,Female,2,,DE,Primary,Christian,Not employed,D,Under K 849,,19 – 24
135076201,Northern,Kasama,Rural,Female,0,,DE,No formal education,Christian,Not employed,D,Under K 849,,25 – 34
135076202,Northern,Kasama,Rural,Female,2,,DE,No formal education,Christian,Not employed,D,Under K 849,,25 – 34
135082275,Northern,Kasama,Urban,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,35 – 44
135086328,Northern,Kasama,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,35 – 44
134994347,Muchinga,Mpika,Rural,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
135041671,Muchinga,Mafinga,Rural,Female,1,,DE,No formal education,Christian,Not employed,D,Under K 849,,25 – 34
135121883,Muchinga,Chinsali,Urban,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,25 – 34
135121884,Muchinga,Chinsali,Urban,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
135138314,Muchinga,Chinsali,Urban,Female,1,,DE,Primary,Christian,Not employed,D,Under K 849,,25 – 34
135144531,Muchinga,Chinsali,Rural,Female,0,,DE,No formal education,Christian,Not employed,D,Under K 849,,19 – 24
134988276,Muchinga,Mpika,Rural,Female,1,,DE,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44
135036538,Muchinga,Mafinga,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,45+
135036539,Muchinga,Mafinga,Rural,Male,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,19 – 24
135079739,Muchinga,Chinsali,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
134698863,Muchinga,Isoka,Urban,Female,1,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,35 – 44
134888498,Muchinga,Mpika,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34
134888496,Muchinga,Mpika,Urban,Male,1,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
134994385,Muchinga,Mpika,Rural,Male,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,45+
135117494,Muchinga,Chinsali,Rural,Male,2,,DE,Primary,Christian,Employed for cash,D,Under K 849,,45+
134888497,Muchinga,Mpika,Urban,Female,1,,DE,Secondary,Christian,Not employed,D,Under K 849,,15 – 18
134838970,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44
134916163,Muchinga,Mpika,Urban,Female,1,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,19 – 24
134948745,Muchinga,Mpika,Rural,Female,3,,DE,Primary,Christian,Not employed,D,Under K 849,,35 – 44
135137673,Muchinga,Chinsali,Rural,Female,1,,DE,No formal education,Christian,Not employed,D,Under K 849,,35 – 44
135112690,Muchinga,Chinsali,Urban,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
134920573,Muchinga,Mpika,Urban,Female,1,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
134844948,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
134994386,Muchinga,Mpika,Rural,Female,1,,DE,Secondary,Christian,Not employed,D,Under K 849,,25 – 34
134988213,Muchinga,Mpika,Rural,Male,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,45+
134994346,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44
134703437,Muchinga,Isoka,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,19 – 24
134941924,Muchinga,Mpika,Rural,Female,3,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
134920575,Muchinga,Mpika,Urban,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
135084802,Muchinga,Chinsali,Urban,Female,1,,DE,Secondary,Christian,Not employed,D,Under K 849,,25 – 34
134845658,Muchinga,Mpika,Rural,Female,2,,DE,Secondary,Christian,Not employed,D,Under K 849,,25 – 34
135085537,Muchinga,Chinsali,Urban,Female,1,,DE,Secondary,Christian,Not employed,D,Under K 849,,25 – 34
134914239,Muchinga,Mpika,Rural,Female,0,,DE,No formal education,Christian,Not employed,D,Under K 849,,35 – 44
135121882,Muchinga,Chinsali,Urban,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
134692247,Muchinga,Isoka,Urban,Female,1,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,35 – 44
134703442,Muchinga,Isoka,Rural,Male,1,,DE,Secondary,Christian,Not employed,D,Under K 849,,25 – 34
134914235,Muchinga,Mpika,Rural,Female,2,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
134994382,Muchinga,Mpika,Rural,Female,1,,DE,Tertiary,Christian,Employed not for cash,D,Under K 849,,25 – 34
135138461,Muchinga,Chinsali,Rural,Female,1,,DE,Primary,Christian,Not employed,D,Under K 849,,19 – 24
134979315,Muchinga,Mpika,Rural,Male,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,19 – 24
134956882,Muchinga,Mpika,Rural,Female,1,,DE,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44
134978946,Muchinga,Mpika,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,19 – 24
135112688,Muchinga,Chinsali,Urban,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,25 – 34
135145803,Muchinga,Chinsali,Rural,Female,1,,DE,Primary,Christian,Not employed,D,Under K 849,,25 – 34
134954271,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,45+
134914237,Muchinga,Mpika,Rural,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,15 – 18
135138195,Muchinga,Chinsali,Rural,Female,1,,DE,Primary,Christian,Not employed,D,Under K 849,,25 – 34
135138463,Muchinga,Chinsali,Rural,Male,1,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,35 – 44
135145802,Muchinga,Chinsali,Rural,Female,0,,DE,No formal education,Christian,Employed for cash,D,Under K 849,,19 – 24
134888495,Muchinga,Mpika,Urban,Female,1,,DE,Primary,Christian,Not employed,D,Under K 849,,15 – 18
134994380,Muchinga,Mpika,Rural,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
134948751,Muchinga,Mpika,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,19 – 24
134698865,Muchinga,Isoka,Urban,Female,1,,DE,Primary,Christian,Not employed,D,Under K 849,,25 – 34
135138194,Muchinga,Chinsali,Rural,Female,2,,DE,Primary,Christian,Not employed,D,Under K 849,,19 – 24
135085539,Muchinga,Chinsali,Urban,Male,1,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
134916162,Muchinga,Mpika,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34
134875342,Muchinga,Mpika,Rural,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
134948746,Muchinga,Mpika,Rural,Female,2,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
134886399,Muchinga,Mpika,Rural,Male,2,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,19 – 24
135145804,Muchinga,Chinsali,Rural,Female,1,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34
134954270,Muchinga,Mpika,Rural,Female,1,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
134698866,Muchinga,Isoka,Urban,Female,1,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,35 – 44
135079744,Muchinga,Chinsali,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,19 – 24
134948750,Muchinga,Mpika,Rural,Female,2,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
134948749,Muchinga,Mpika,Rural,Male,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
134956881,Muchinga,Mpika,Rural,Female,1,,DE,Secondary,Christian,Not employed,D,Under K 849,,15 – 18
135078845,Muchinga,Chinsali,Urban,Female,1,,DE,Primary,Christian,Employed for cash,D,Under K 849,,19 – 24
135078846,Muchinga,Chinsali,Urban,Female,1,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
135116545,Muchinga,Chinsali,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18
134704103,Muchinga,Isoka,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,15 – 18
134704107,Muchinga,Isoka,Urban,Female,1,,DE,Secondary,Christian,Not employed,D,Under K 849,,15 – 18
134845659,Muchinga,Mpika,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34
134845660,Muchinga,Mpika,Rural,Male,0,,DE,Primary,Christian,Not employed,D,Under K 849,,25 – 34
134845661,Muchinga,Mpika,Rural,Female,1,,DE,Secondary,Christian,Not employed,D,Under K 849,,25 – 34
134845663,Muchinga,Mpika,Rural,Female,2,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34
134845664,Muchinga,Mpika,Rural,Female,1,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34
134886397,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,15 – 18
134902827,Muchinga,Mpika,Urban,Female,3,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
134994524,Muchinga,Mpika,Rural,Male,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34
135116542,Muchinga,Chinsali,Rural,Male,1,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,19 – 24
135116990,Muchinga,Chinsali,Rural,Female,1,,DE,Primary,Christian,Not employed,D,Under K 849,,35 – 44
135138196,Muchinga,Chinsali,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,25 – 34
134575694,Muchinga,Isoka,Rural,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,35 – 44
134589893,Muchinga,Isoka,Rural,Male,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,35 – 44
134590738,Muchinga,Isoka,Rural,Female,0,,DE,Secondary,Christian,Employed not for cash,D,Under K 849,,35 – 44
134593172,Muchinga,Isoka,Urban,Male,2,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34
134627013,Muchinga,Isoka,Rural,Male,1,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
134627016,Muchinga,Isoka,Rural,Male,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34
134628082,Muchinga,Isoka,Rural,Male,0,,DE,Primary,Christian,Not employed,D,Under K 849,,19 – 24
134630898,Muchinga,Isoka,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44
134636629,Muchinga,Isoka,Rural,Male,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34
134636632,Muchinga,Isoka,Rural,Female,1,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
134699027,Muchinga,Isoka,Urban,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44
134703438,Muchinga,Isoka,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44
134703441,Muchinga,Isoka,Rural,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,15 – 18
134803038,Muchinga,Mpika,Urban,Male,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,35 – 44
134804324,Muchinga,Mpika,Urban,Female,3,,DE,Secondary,Christian,Not employed,D,Under K 849,,25 – 34
134808295,Muchinga,Mpika,Urban,Male,2,,DE,Tertiary,Christian,Not employed,D,Under K 849,,25 – 34
134839627,Muchinga,Mpika,Urban,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
134839644,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
134844943,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
134869458,Muchinga,Mpika,Rural,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
134869461,Muchinga,Mpika,Rural,Female,1,,DE,Secondary,Christian,Not employed,D,Under K 849,,15 – 18
134875341,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,15 – 18
134886400,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,19 – 24
134888501,Muchinga,Mpika,Urban,Female,1,,DE,Primary,Christian,Not employed,D,Under K 849,,25 – 34
134903640,Muchinga,Mpika,Urban,Female,1,,DE,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44
134905040,Muchinga,Mpika,Urban,Female,2,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
134906055,Muchinga,Mpika,Urban,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,19 – 24
134914238,Muchinga,Mpika,Rural,Female,2,,DE,Primary,Christian,Not employed,D,Under K 849,,35 – 44
134916169,Muchinga,Mpika,Urban,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,15 – 18
134946295,Muchinga,Mpika,Rural,Male,1,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
134947529,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44
134954268,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Employed not for cash,D,Under K 849,,45+
134954269,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44
134954273,Muchinga,Mpika,Rural,Male,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
134956878,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
134956879,Muchinga,Mpika,Rural,Male,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,19 – 24
134956880,Muchinga,Mpika,Rural,Male,1,,DE,Secondary,Christian,Not employed,D,Under K 849,,15 – 18
134956883,Muchinga,Mpika,Rural,Female,1,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,19 – 24
134974988,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,19 – 24
134974989,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,19 – 24
134974990,Muchinga,Mpika,Rural,Male,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34
134977176,Muchinga,Mpika,Rural,Male,2,,DE,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44
134978431,Muchinga,Mpika,Rural,Female,0,,DE,No formal education,Christian,Employed for cash,D,Under K 849,,19 – 24
134978947,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,15 – 18
134988214,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
134988273,Muchinga,Mpika,Rural,Female,1,,DE,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44
134988274,Muchinga,Mpika,Rural,Male,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34
134994345,Muchinga,Mpika,Rural,Female,0,,DE,No formal education,Christian,Not employed,D,Under K 849,,19 – 24
134994381,Muchinga,Mpika,Rural,Female,1,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34
134994529,Muchinga,Mpika,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34
135036441,Muchinga,Mafinga,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44
135036497,Muchinga,Mafinga,Rural,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,19 – 24
135036537,Muchinga,Mafinga,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,19 – 24
135036540,Muchinga,Mafinga,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34
135041672,Muchinga,Mafinga,Rural,Male,0,,DE,Primary,Christian,Not employed,D,Under K 849,,19 – 24
135078052,Muchinga,Chinsali,Rural,Female,0,,DE,No formal education,Christian,Not employed,D,Under K 849,,25 – 34
135078841,Muchinga,Chinsali,Urban,Female,0,,DE,Secondary,Christian,Not employed,D,Under K 849,,25 – 34
135079738,Muchinga,Chinsali,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44
135079740,Muchinga,Chinsali,Rural,Male,1,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
135079741,Muchinga,Chinsali,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
135079742,Muchinga,Chinsali,Rural,Male,0,,DE,Primary,Christian,Not employed,D,Under K 849,,15 – 18
135079743,Muchinga,Chinsali,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
135080169,Muchinga,Chinsali,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,19 – 24
135080170,Muchinga,Chinsali,Rural,Male,2,,DE,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34
135080171,Muchinga,Chinsali,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,45+
135080173,Muchinga,Chinsali,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,19 – 24
135112689,Muchinga,Chinsali,Urban,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,25 – 34
135116544,Muchinga,Chinsali,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,19 – 24
135116546,Muchinga,Chinsali,Rural,Female,0,,DE,No formal education,Christian,Not employed,D,Under K 849,,25 – 34
135116548,Muchinga,Chinsali,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,19 – 24
135116988,Muchinga,Chinsali,Rural,Female,2,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
135116991,Muchinga,Chinsali,Rural,Female,0,,DE,No formal education,Christian,Not employed,D,Under K 849,,25 – 34
135116992,Muchinga,Chinsali,Rural,Male,1,,DE,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34
135117486,Muchinga,Chinsali,Rural,Female,1,,DE,Secondary,Christian,Not employed,D,Under K 849,,15 – 18
135117487,Muchinga,Chinsali,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44
135117488,Muchinga,Chinsali,Rural,Female,0,,DE,Primary,Christian,Not employed,D,Under K 849,,15 – 18
135117489,Muchinga,Chinsali,Rural,Female,1,,DE,Primary,Christian,Employed for cash,D,Under K 849,,19 – 24
135117490,Muchinga,Chinsali,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,19 – 24
135117492,Muchinga,Chinsali,Rural,Female,0,,DE,Primary,Christian,Employed for cash,D,Under K 849,,15 – 18
