SbjNum,TOM - Radio Spontaneous Awareness,Other Mentions - Radio Spontaneous Awareness,Radio Prompted Awareness,Ever Listened to Radio,Radio Listeners (Yesterday),Radio Listeners (P7D - Past 7 Days),Radio Listeners (P4W) - Past 4 Weeks,Radio Listeners (P12M) - Past 12 Months
60498425,"Radio 1,Radio 2,", ,"Isoka,Mpika,Nakonde,Parliament,Radio 4,Radio Christian Voice,","Isoka,Parliament,Radio 2,Radio Christian Voice,",Radio 1,"Radio 2,Radio Christian Voice","Radio 2,Radio Christian Voice","Isoka,Parliament,Radio 2,Radio Christian Voice"
60505067,"Radio Christian Voice,Phoenix,", ,"Hot FM,Komboni,",Radio Christian Voice,Christian Voice,Christian Voice,Christian Voice,Christian Voice
60505068,"Komboni,", ,"Radio Christian Voice,Millennium,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Yatsani, Yangeni FM,",Radio 1,Radio 1,Radio 1,Radio 1,Radio 1
60505620,"Radio 1,Radio 2,Radio 4,", ,"Radio Christian Voice,Kafue,Komboni,Parliament,Q FM,Radio Christian Voice,","Kafue,Komboni,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,",Radio 4,"Komboni,Radio 3","Komboni,Radio 1,Radio 2,Radio 4,Radio Christian Voice","Komboni,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice"
60506416,"Other Specify,",Q fm,"BBC,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Radio 1,Radio 2,Radio 4,Radio Christian Voice,{0}",None,None,None,None
60506417,"Isoka,Radio 1,Radio 4,", ,"Radio 2,Radio Christian Voice,","Isoka,Radio 1,Radio 2,Radio 4,Radio Christian Voice",None,None,Radio 1,"Radio 1,Radio 4"
60506418,"Radio 1,Radio 2,Other Specify,",Radio Phoniex,"BBC,Isoka,Radio Christian Voice,","Isoka,Radio 1,Radio 2,Radio Christian Voice,{0}",None,Radio 1,Radio 1,Radio 1
60508564,"5FM,BBC,Radio Christian Voice,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,", ,"Hot FM,Kafue,Komboni,","Radio Christian Voice,Radio 1,Radio 2,Radio 4,",Radio 4,"Radio Christian Voice,Radio 3","Radio Christian Voice,Radio 1,Radio 3","Radio Christian Voice,Radio 1,Radio 2,Radio 4"
60508779,"Radio 1,", ,"KNC,BBC,Maranatha,Mkushi FM, Money FM,Phoenix,Radio 2,Radio 4,Radio Christian Voice,","Maranatha,Radio 1,Radio 2,Radio Christian Voice,",Radio 1,"Radio 1,Radio Christian Voice","Maranatha,Radio 1,Radio Christian Voice","Maranatha,Radio 1,Radio 2,Radio Christian Voice"
60510231,"Isoka,", ,"Radio 1,Radio 2,Radio Christian Voice,","Isoka,Radio 1,Radio 2",Radio 2,Radio 1,Radio 1,None
60513115,"Hot FM,Millennium,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,UNZA Radio,Other Specify,",live radio,"5FM,Ama,BBC,Radio Christian Voice,Comet 10,EvelynHone,Komboni,Parliament,Power,Radio 1,Radio 2,Radio 4,","5FM,Hot FM,Komboni,Millennium,Q FM,Radio 4,Radio Christian Voice,{0},",Hot FM,"5FM,{0}","5FM,{0}","5FM,Hot FM,{0}"
60514495,"Beats,FCC Solwezi,Kabangabanga,Kasempa,Lumba,Mano,New Generation,Radio 1,Radio 2,Radio Christian Voice,", ,"BBC,Parliament,","FCC Solwezi,Parliament,Radio 2,Radio Christian Voice,",Parliament,"FCC Solwezi,Parliament,Radio 2,Radio Christian Voice","FCC Solwezi,Parliament,Radio 2,Radio Christian Voice","FCC Solwezi,Parliament,Radio 2,Radio Christian Voice"
60514496,"Beats,FCC Solwezi,Radio 1,Radio 2,Radio Christian Voice,", ,"New Generation,Parliament,","FCC Solwezi,Radio 2,Radio Christian Voice",Radio Christian Voice,"FCC Solwezi,Radio 2,Radio Christian Voice","FCC Solwezi,Radio 2,Radio Christian Voice","FCC Solwezi,Radio 2,Radio Christian Voice"
60514497,"FCC Solwezi,New Generation,", ,"Beats,",FCC Solwezi,None,FCC Solwezi,FCC Solwezi,FCC Solwezi
60514498,"FCC Solwezi,New Generation,Radio 1,Radio 2,", ,"Beats,","Beats,FCC Solwezi,New Generation,Radio 1,Radio 2",Radio 1,"Beats,FCC Solwezi,New Generation,Radio 1,Radio 1","Beats,FCC Solwezi,New Generation,Radio 1,Radio 1","Beats,FCC Solwezi,New Generation,Radio 1,Radio 2"
60514499,"Beats,FCC Solwezi,New Generation,Parliament,Radio 1,Radio 2,", ,"Kabangabanga,","Beats,FCC Solwezi,New Generation",None,"FCC Solwezi,New Generation","FCC Solwezi,New Generation","FCC Solwezi,New Generation"
60514730,"Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,", ,"Radio 1,","Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice",None,Phoenix,Radio 1,"Radio 4,Radio Christian Voice"
60514731,"KNC,Phoenix,Q FM,", ,"5FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Radio 1,Radio 2,Radio 4,Radio Christian Voice,",None,None,None,Radio Christian Voice
60514732,"KNC,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,", ,"5FM,Radio Christian Voice,Radio 1,Radio 2,Radio 4,","KNC,Phoenix,Radio 1,Radio Christian Voice,",None,KNC,"KNC,Phoenix",Radio Christian Voice
60514733,"5FM,Phoenix,Q FM,Radio 1,Radio 4,", ,"KNC,Joy,Mkushi FM, Money FM,Power,Radio 2,Radio Christian Voice,","Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice",Radio 1,Radio 1,Phoenix,Radio Christian Voice
60514734,"Phoenix,Radio 1,Radio 2,Radio 4,", ,"5FM,Radio Christian Voice,Radio 1,Radio 2,Radio 4,","Phoenix,Radio 1,",Radio 1,Phoenix,Radio 1,Radio 1
60514735,"KNC,5FM,Maranatha,Phoenix,Radio 1,Radio 2,Radio 4,", ,"BBC,Joy,Mkushi FM, Money FM,Power,Q FM,Radio Christian Voice,Radio 1,Radio 2,Radio 4,","KNC,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,",Phoenix,KNC,Radio 1,Q FM
60515239,"Mkushi FM, Money FM,", ,"KNC,Radio 2,Radio 4,","KNC,Mkushi FM, Money FM,",KNC,"KNC,Mkushi FM, Money FM","KNC,Mkushi FM, Money FM","KNC,Mkushi FM, Money FM"
60515240,"Mkushi FM, Money FM,", ,"KNC,BBC,Radio 1,Radio 2,","KNC,Mkushi FM, Money FM,",None,None,None,"KNC,Mkushi FM, Money FM"
60515241,"KNC,Mkushi FM, Money FM,", ,"Radio 2,Radio 4,","KNC,Mkushi FM, Money FM,Radio 2",None,"Mkushi FM, Money FM,Radio 1","Mkushi FM, Money FM,Radio 1","Mkushi FM, Money FM,Radio 2"
60515242,"KNC,Mkushi FM, Money FM,Radio 1,", ,"Blue Sky FM,Itezhi tezhi,Joy,Phoenix,Radio 2,Radio 4,Radio Christian Voice,","Mkushi FM, Money FM",None,"Mkushi FM, Money FM","Mkushi FM, Money FM","Mkushi FM, Money FM"
60515243,"KNC,Mkushi FM, Money FM,Phoenix,Radio 2,Radio Christian Voice,", ,"BBC,Itezhi tezhi,Radio 1,Radio 4,","Radio 1,Radio 2,Radio Christian Voice",None,Radio Christian Voice,"Radio 1,Radio 2,Radio Christian Voice","Radio 1,Radio 2,Radio Christian Voice"
60515244,"Mkushi FM, Money FM,", ,"KNC,BBC,Blue Sky FM,Radio 2,Radio Christian Voice,","KNC,Mkushi FM, Money FM,Radio 2",None,"Mkushi FM, Money FM","Mkushi FM, Money FM,Radio 1","Mkushi FM, Money FM,Radio 2"
60515245,"Mkushi FM, Money FM,", ,"KNC,BBC,Radio 1,Radio 2,Radio 4,","KNC,Mkushi FM, Money FM,",None,None,KNC,"KNC,Mkushi FM, Money FM"
60515246,"KNC,Mkushi FM, Money FM,Radio 1,", ,"Radio 2,","KNC,Mkushi FM, Money FM,Radio 1,Radio 2,",Radio 1,"KNC,Radio 1",Radio 1,"Mkushi FM, Money FM"
60515247,"KNC,Mkushi FM, Money FM,", ,"Radio 1,Radio 2,","KNC,Mkushi FM, Money FM,Radio 1,Radio 2,","KNC,Mkushi FM, Money FM","Mkushi FM, Money FM","Radio 1,Radio 1","KNC,Mkushi FM, Money FM,Radio 1,Radio 2"
60515248,"KNC,Mkushi FM, Money FM,Radio 2,", ,"Radio 1,","KNC,Mkushi FM, Money FM,Radio 1,Radio 2,","KNC,Mkushi FM, Money FM","KNC,Mkushi FM, Money FM,Radio 1,Radio 1","KNC,Mkushi FM, Money FM,Radio 1,Radio 1","KNC,Mkushi FM, Money FM,Radio 1,Radio 2"
60515348,"BBC,Hot FM,Komboni,Millennium,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Roots,Yatsani, Yangeni FM,", ,"5FM,Ama,Radio Christian Voice,Comet 10,EvelynHone,Joy,Pan African,Parliament,Rock FM,UNZA Radio,Radio 1,Radio 2,Radio 4,","5FM,Ama,BBC,Radio Christian Voice,Comet 10,EvelynHone,Hot FM,Joy,Komboni,Millennium,Pan African,Parliament,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rock FM,Roots,UNZA Radio,Yatsani, Yangeni FM,Radio 1,Radio 2,Radio 4,",Hot FM,Hot FM,"Hot FM,Komboni","Hot FM,Komboni,Q FM,Rock FM"
60515349,"Komboni,Phoenix,", ,"BBC,Radio Christian Voice,Comet 10,EvelynHone,Hot FM,Joy,Kafue,Metro FM,Millennium,Modern voice,One Love,Pan African,Parliament,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise,Rock FM,Roots,United Voice,UNZA Radio,Yatsani, Yangeni FM,Radio 1,Radio 2,Radio 4,ZNBC MUSIC,","Radio Christian Voice,EvelynHone,Hot FM,Joy,Komboni,Millennium,One Love,Radio 4,",Komboni,Komboni,Komboni,"Radio Christian Voice,EvelynHone,Hot FM,Joy,Komboni,Millennium,One Love,Radio 4"
60515652,"Radio 1,Radio 2,", ,"Phoenix,Radio 1,Radio 2,","Phoenix,Radio 1,Radio 2",Radio 1,"Phoenix,Radio 1","Phoenix,Radio 1,Radio 1","Phoenix,Radio 1,Radio 2"
60515653,"Phoenix,Radio 1,Radio 4,", ,"5FM,BBC,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Phoenix,Radio 1,Radio 2,Radio 4,","Radio 1,Radio 3","Phoenix,Radio 1,Radio 3","Phoenix,Radio 1,Radio 2,Radio 3","Phoenix,Radio 1,Radio 2,Radio 4"
60515654,"Radio 4,Radio Christian Voice,", ,"Joy,Phoenix,Power,Q FM,Radio 1,Radio 2,Serenje,Radio 4,","Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice",Radio Christian Voice,Radio Christian Voice,"Radio 2,Radio Christian Voice","Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice"
60515655,"Radio 1,Radio 2,", ,"KNC,Phoenix,Q FM,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4,",Radio 1,Radio 1,Radio 1,Radio 1,Radio 1
60515656,"Maranatha,Other Specify,","Yatsani, Yangeni FM","KNC,5FM,BBC,Blue Sky FM,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Maranatha,Radio 1,Radio 2,Radio 4,Radio Christian Voice",Radio 1,"Maranatha,Radio 1","Maranatha,Radio 1,Radio Christian Voice","Maranatha,Radio 1,Radio 2,Radio 4,Radio Christian Voice"
60515728,"Phoenix,Radio 1,", ,"BBC,Blue Sky FM,Joy,Radio 2,Radio 4,Radio Christian Voice,","BBC,Phoenix,Radio 1,Radio 2,",Radio 1,BBC,"BBC,Radio 1","BBC,Radio 1"
60516534,"5FM,BBC,Radio Christian Voice,EvelynHone,Hot FM,Joy,Komboni,Millennium,Phoenix,Roots,United Voice,UNZA Radio,", ,"One Love,Pan African,Parliament,Q FM,Radio Christian Voice,Rock FM,","BBC,Radio Christian Voice,EvelynHone,Hot FM,Komboni,Parliament,Phoenix,Radio Christian Voice,Roots,UNZA Radio,","Radio Christian Voice,Hot FM,Komboni,Parliament,Phoenix,UNZA Radio","BBC,Radio Christian Voice,EvelynHone,Hot FM,Komboni,Parliament,Phoenix,Radio Christian Voice,Roots,UNZA Radio","BBC,Radio Christian Voice,EvelynHone,Hot FM,Komboni,Parliament,Phoenix,Radio Christian Voice,Roots,UNZA Radio","BBC,Radio Christian Voice,EvelynHone,Hot FM,Komboni,Parliament,Phoenix,Radio Christian Voice,Roots,UNZA Radio"
60516535,"Komboni,Yatsani, Yangeni FM,", ,"Phoenix,Radio Christian Voice,Rock FM,UNZA Radio,","Komboni,Phoenix,Radio Christian Voice,Rock FM,Yatsani, Yangeni FM",Komboni,"Komboni,Radio Christian Voice","Komboni,Radio Christian Voice","Komboni,Phoenix,Radio Christian Voice,Yatsani, Yangeni FM"
60516536,"Radio Christian Voice,Komboni,Radio 1,Radio 2,", ,"5FM,BBC,EvelynHone,Hot FM,Parliament,Phoenix,Power,Q FM,Radio 4,Rock FM,UNZA Radio,","Komboni,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,","Komboni,Radio 1,Radio 1","Komboni,Phoenix,Q FM,Radio 1,Radio 1","Komboni,Phoenix,Q FM,Radio 1,Radio 2,Radio 3","Komboni,Phoenix,Q FM,Radio 1,Radio 2,Radio 4"
60516537,"Hot FM,Komboni,Millennium,Phoenix,Q FM,Radio 1,Radio Christian Voice,Rock FM,UNZA Radio,Yatsani, Yangeni FM,", ,"5FM,Joy,Metro FM,Parliament,Radio 2,Radio 4,Roots,","Hot FM,Komboni,Millennium,Q FM,Radio Christian Voice,Rock FM,","Hot FM,Rock FM","Hot FM,Komboni,Rock FM","Hot FM,Komboni,Rock FM","Hot FM,Komboni,Millennium,Q FM,Radio Christian Voice,Rock FM"
60516538,"Joy,Komboni,", ,"Radio Christian Voice,Parliament,Phoenix,UNZA Radio,",Komboni,Komboni,Komboni,Komboni,Komboni
60516539,"Ama,Comet 10,Hot FM,Joy,Komboni,Millennium,Parliament,Phoenix,Radio 1,Roots,UNZA Radio,Other Specify,",Live radio,"5FM,EvelynHone,","Joy,Komboni,Millennium,Radio 1,Roots,UNZA Radio,{0}","Joy,Komboni,Millennium,Radio 1,{0}","Joy,Komboni,Millennium,Radio 1,Roots,UNZA Radio,{0}","Joy,Komboni,Millennium,Radio 1,Roots,UNZA Radio,{0}","Joy,Komboni,Millennium,Radio 1,Roots,UNZA Radio,{0}"
60519020,"Hot FM,Radio 1,Radio 2,", ,"5FM,Radio Christian Voice,Komboni,Phoenix,Radio Christian Voice,Rock FM,UNZA Radio,","Radio Christian Voice,Komboni,Phoenix,Radio 1,Radio 2,UNZA Radio,",Radio 1,Radio 1,"Phoenix,Radio 1,UNZA Radio","Radio Christian Voice,Komboni,Phoenix,Radio 1,Radio 2,UNZA Radio"
60519021,"5FM,Radio Christian Voice,EvelynHone,Hot FM,Joy,Komboni,Metro FM,Millennium,Pan African,Parliament,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rock FM,Roots,United Voice,UNZA Radio,", ,"BBC,Chongwe,","5FM,BBC,Radio Christian Voice,EvelynHone,Hot FM,Joy,Komboni,Metro FM,Millennium,Pan African,Parliament,Phoenix,Radio 1,Radio 2,Radio Christian Voice,Rock FM,UNZA Radio",BBC,BBC,BBC,"5FM,BBC,Radio Christian Voice,EvelynHone,Hot FM,Joy,Komboni,Metro FM,Millennium,Pan African,Parliament,Phoenix,Radio 1,Radio 2,Radio Christian Voice,Rock FM,UNZA Radio"
60519022,"5FM,EvelynHone,Hot FM,Joy,Komboni,Millennium,Phoenix,", ,"Radio Christian Voice,Metro FM,Modern voice,One Love,Pan African,Parliament,Power,Q FM,Radio 1,Radio 2,Radio Christian Voice,Rock FM,United Voice,UNZA Radio,Yatsani, Yangeni FM,Radio 1,","EvelynHone,Hot FM,Komboni,Metro FM,Millennium,Phoenix,Q FM,Radio 1,Radio Christian Voice,Rock FM,UNZA Radio",None,None,None,"Komboni,UNZA Radio"
60519023,"Komboni,Radio 1,Radio 2,", ,"Radio 1,Radio 2,","Komboni,Radio 1,Radio 2,Radio 1,Radio 2",Radio 1,"Komboni,Radio 1,Radio 1","Komboni,Radio 1,Radio 2,Radio 1,Radio 1","Komboni,Radio 1,Radio 2,Radio 1,Radio 2"
60519024,"EvelynHone,Komboni,Radio 1,Rock FM,UNZA Radio,", ,"5FM,BBC,Hot FM,Joy,Metro FM,Millennium,Parliament,Phoenix,Q FM,Radio 2,Radio 1,","5FM,EvelynHone,Hot FM,Komboni,Q FM,Radio 1,Rock FM,UNZA Radio,",Radio 1,"Komboni,Radio 1,Rock FM","5FM,EvelynHone,Hot FM,Komboni,Q FM,Radio 1,Rock FM,UNZA Radio","5FM,EvelynHone,Hot FM,Komboni,Q FM,Radio 1,Rock FM,UNZA Radio"
60524230,"Radio 1,Radio 2,Radio 4,Other Specify,",breeze,"BBC,Chikuni,Choma Maano,Kariba,Mazabuka,Parliament,Q FM,Radio Christian Voice,Sun FM,Vision Maacha,Young Generation,Radio 1,Radio 2,Radio 4,","BBC,Mazabuka,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4,{0},",None,"Mazabuka,Radio 1,Radio 1","Mazabuka,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,{0}","BBC,Mazabuka,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4,{0}"
60524231,"Chikuni,Mazabuka,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,SKY,Radio 1,Radio 2,Radio 4,", ,"BBC,Choma Maano,Sun FM,","BBC,Chikuni,Mazabuka,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,SKY,Radio 1,Radio 2,Radio 4,",None,Radio 3,"Chikuni,Mazabuka,Radio 1,Radio 2,Radio 3","BBC,Chikuni,Mazabuka,Radio 1,Radio 2,Radio 4,Radio Christian Voice,SKY"
60524419,"Hot FM,Joy,Q FM,Radio Christian Voice,", ,"5FM,BBC,EvelynHone,Komboni,Parliament,Phoenix,UNZA Radio,Radio 1,","5FM,BBC,Hot FM,Joy,Komboni,Parliament,Phoenix,Q FM,Radio Christian Voice,Radio 1,",Radio Christian Voice,Radio Christian Voice,ZNBC 0,None
60524420,"Hot FM,Q FM,", ,"Joy,Pan African,Power,UNZA Radio,","Hot FM,Joy,Pan African,Power,Q FM,UNZA Radio,",None,None,None,Hot FM
60524421,"Rock FM,", ,"Radio Christian Voice,Hot FM,Millennium,Pan African,Parliament,Radio 4,United Voice,UNZA Radio,Radio 4,","Millennium,Rock FM,",Millennium,Millennium,"Millennium,Rock FM","Millennium,Rock FM"
60524422,"Millennium,Radio Christian Voice,", ,"Radio Christian Voice,Joy,Komboni,Radio 1,","Radio Christian Voice,Joy,Komboni,Millennium,",None,Joy,"Joy,Komboni","Joy,Komboni"
60524423,"Komboni,", ,"5FM,Phoenix,Radio 1,",Komboni,None,None,Komboni,Komboni
60525354,"KNC,Maranatha,Power,", ,"Phoenix,Q FM,","KNC,Maranatha,Phoenix,Power,Q FM",KNC,"KNC,Power","KNC,Maranatha,Phoenix,Power,Q FM","KNC,Maranatha,Phoenix,Power,Q FM"
60525355,"KNC,Maranatha,Radio 1,", ,"Radio 1,","KNC,Maranatha,Radio 1,Radio 1,",Radio 1,"KNC,Maranatha,Radio 1,ZNBC 0","KNC,Maranatha,Radio 1,ZNBC 0","KNC,Maranatha,Radio 1,Radio 1"
60525356,"KNC,Radio 4,Other Specify,",family radio,"Maranatha,Phoenix,Power,","KNC,Maranatha,Phoenix,Power,Radio 4,{0},",KNC,"KNC,Phoenix","KNC,Phoenix,Radio 3","KNC,Maranatha,Phoenix,Power,Radio 4,{0}"
60525357,"KNC,Maranatha,Power,Other Specify,",TBN,"None,","KNC,Maranatha,Power",KNC,KNC,"KNC,Power","KNC,Power"
60526753,"Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio 1,Radio 2,Radio 4,", ,"Kokoliko,Yar,","Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Yar,Radio 1,Radio 2,Radio 4,",Phoenix,"Kokoliko,Phoenix","Kokoliko,Phoenix,Radio 1,Radio 1","Kokoliko,Phoenix,Radio 1,Radio 2"
60528190,"Breeze,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2,", ,"BBC,Feel Free,Maria,Radio Christian Voice,","BBC,Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2","Breeze,PASME,Petauke Explorers,Radio 1","Breeze,PASME,Petauke Explorers,Radio 1","Breeze,Maria,PASME,Petauke Explorers,Radio 1","Breeze,PASME,Petauke Explorers,Radio 1"
60528191,"BBC,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2,", ,"Breeze,Feel Free,Maria,Parliament,Q FM,Radio 4,Radio Christian Voice,","Breeze,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2,","Breeze,PASME,Petauke Explorers","Breeze,PASME,Petauke Explorers,Radio 1","Breeze,Mphangwe,PASME,Petauke Explorers,Radio 1","Breeze,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2"
60528192,"Breeze,Feel Free,Maria,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Valley,", ,"BBC,Chikaya,Parliament,Q FM,","Breeze,Maria,Mphangwe,PASME,Petauke Explorers,Q FM,Radio 1","Breeze,Maria,PASME,Petauke Explorers,Q FM,Radio 1","Breeze,Maria,PASME,Petauke Explorers,Q FM,Radio 1","Breeze,Maria,Mphangwe,PASME,Petauke Explorers,Q FM,Radio 1","Breeze,Maria,Mphangwe,PASME,Petauke Explorers,Q FM,Radio 1"
60528193,"Breeze,", ,"Feel Free,Maria,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2,","Breeze,Feel Free,Maria,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2,","PASME,Petauke Explorers,Radio 1","PASME,Petauke Explorers,Radio 1","Breeze,Maria,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 1","Breeze,Maria,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2"
60528194,"Breeze,Maria,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Valley,", ,"BBC,Chikaya,Feel Free,Mphangwe,Parliament,Q FM,Radio Café,","BBC,Breeze,Chikaya,Feel Free,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Q FM,Radio 1,Radio 2,Radio Christian Voice,Valley,","PASME,Petauke Explorers","PASME,Petauke Explorers","Breeze,PASME,Petauke Explorers,Radio 1","BBC,Breeze,Maria,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2"
60528203,"Flava FM,Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Yar,Radio 1,Radio 2,Radio 4,", ,"None,","Radio 1,Radio 4,",None,Radio 3,Radio 4,Radio 4
60528461,"Flava FM,Icengelo,Kokoliko,Radio 1,Radio 2,Radio 4,Radio Christian Voice,", ,"Yar,","Icengelo,Radio 1,Radio 2",None,"Icengelo,Radio 1",Radio 1,"Icengelo,Radio 1,Radio 2"
60529347,"Radio Christian Voice,", ,"Hot FM,Komboni,",Radio Christian Voice,Christian Voice,Christian Voice,Christian Voice,Christian Voice
60529376,"BBC,Chimwemwe,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun,", ,"Baptist Faith,",Sun,Sat,Sat,Sat,Sun
60529579,"BBC,Muchinga,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Other Specify,",Q fm,"Isoka,","BBC,Isoka,Muchinga,Radio 1,Radio 2,Radio 4,Radio Christian Voice,{0},",None,Isoka,Isoka,"BBC,Isoka,Muchinga,Radio 1,Radio 2,Radio 4,Radio Christian Voice,{0}"
60529580,"None,", ,"Kwenje,Radio 1,Radio 2,","Kwenje,Radio 1,Radio 2",None,None,None,"Kwenje,Radio 1,Radio 2"
60530085,"Byta,Chikuni,Mazabuka,Radio 1,SKY,Radio 1,", ,"BBC,Choma Maano,Kariba,Modern,Mosi-0-Tunya,Namwiaanga,Parliament,Q FM,Radio 2,Radio 4,Radio Christian Voice,Salvation Army,Sun FM,Vision Maacha,Voice of Kalomo,Young Generation,Radio 2,Radio 4,","BBC,Chikuni,Mazabuka,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4,",Mazabuka,"Mazabuka,Parliament,Radio 1,Radio 3","Chikuni,Mazabuka,Parliament,Radio 1,Radio 4,Radio 1,ZNBC 3","BBC,Chikuni,Mazabuka,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4"
60530086,"Mazabuka,", ,"Choma Maano,Mosi-0-Tunya,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,",Mazabuka,None,Mazabuka,Mazabuka,Mazabuka
60530176,"Icengelo,Radio 1,Radio 2,", ,"None,","Radio 1,Radio 2,",None,Radio 1,"Radio 1,Radio 1","Radio 1,Radio 2"
60531169,"Baptist Faith,BBC,Icengelo,Kokoliko,Phoenix,Radio Christian Voice,Rise FM,Sun,", ,"Radio 1,Radio 2,Radio 4,","Baptist Faith,BBC,Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise FM,Sun",Phoenix,"Baptist Faith,Kokoliko","Baptist Faith,Phoenix,Radio Christian Voice","Baptist Faith,BBC,Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise FM,Sun"
60531744,"Flava FM,Icengelo,Radio 4,Yar,", ,"BBC,Chimwemwe,Parliament,Phoenix,Q FM,Radio 1,Radio 2,Radio Christian Voice,Sun,Radio 1,Radio 2,Radio 4,ZNBC MUSIC,","Chimwemwe,Flava FM,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Yar,","Chimwemwe,Radio 3","Chimwemwe,Radio 3","Chimwemwe,Radio 3","Chimwemwe,Radio 4"
60531824,"Chimwemwe,Icengelo,Sun,Radio 1,Radio 2,Radio 4,", ,"Radio Christian Voice,ZNBC MUSIC,","Chimwemwe,Icengelo,Radio Christian Voice,Sun,Radio 1,Radio 2,Radio 4,ZNBC MUSIC,",None,None,None,"Chimwemwe,Icengelo,Sun,Radio 1,Radio 2,Radio 4,ZNBC MUSIC"
60531878,"Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,", ,"Radio Christian Voice,","Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice",Icengelo,Icengelo,Icengelo,Icengelo
