SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range
60681500,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,Working Full-Time,D,K 850-K 1674,Yes,18 – 24
60681501,North-Western,Solwezi,Rural,Male,0,None,D,Primary school completed,Other Christian,Self employed,D,K 850-K 1674,No,45 - 60
60681502,North-Western,Solwezi,Rural,Male,0,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,18 – 24
60681503,North-Western,Solwezi,Rural,Male,1,None,D,Completed high School,Other Christian,Unemployed [NOT SEEKING A JOB],C2,"K 4,628   -  K 5,364",Yes,25 – 34
60681504,North-Western,Solwezi,Rural,Female,1,None,C2,Some high school,Seventh Day Adventists,Self employed,C2,"K 2,500   -  K 3,154",No,35 – 44
60683147,Eastern,Chipata,Urban,Female,1,None,AB,University completed,Other Christian,Working Full-Time,C1,"K 6,103   -  K 7,892",Yes,45 - 60
60683877,Muchinga,Nakonde,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Full-Time,D,"K 1675- K2,499",Yes,45 - 60
60683880,Central,Kabwe,Rural,Female,1,None,C1,Completed high School,Other Christian,Housewife,Do not know,Do not know,Yes,25 – 34
60683881,Central,Kabwe,Rural,Female,2,One,C2,Some primary school,Anglican/Protestant,Self employed,D,Do not know,No,18 – 24
60683882,Central,Kabwe,Rural,Female,1,None,D,Some primary school,Anglican/Protestant,Self employed,Do not know,Do not know,No,35 – 44
60683883,Central,Kabwe,Rural,Female,1,None,AB,Some university,Anglican/Protestant,Working Full-Time,Do not know,"K 2,500   -  K 3,154",Yes,25 – 34
60683884,Central,Kabwe,Urban,Male,1,One,AB,University completed,Other Christian,Working Part-Time,Do not know,"K 3,891  -  K 4,627",Yes,25 – 34
60685300,Lusaka,Kafue,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,45 - 60
60685301,Lusaka,Kafue,Rural,Male,3,None,C2,Some high school,Roman Catholic,Refused/ don’t know (DON’T READ),D,Under K 849,Yes,18 – 24
60685302,Lusaka,Kafue,Rural,Male,1,None,C2,Some high school,Seventh Day Adventists,Refused/ don’t know (DON’T READ),D,No Income,Yes,25 – 34
60685303,Lusaka,Kafue,Rural,Male,1,None,C1,Completed high School,Roman Catholic,Self employed,D,"K 2,500   -  K 3,154",Yes,25 – 34
60685304,Lusaka,Kafue,Rural,Female,3,None,C2,Primary school completed,Roman Catholic,Self employed,D,"K 2,500   -  K 3,154",No,45 - 60
60685305,Lusaka,Kafue,Rural,Female,1,None,C2,Primary school completed,Other Christian,Refused/ don’t know (DON’T READ),D,Under K 849,No,25 – 34
60685306,Lusaka,Kafue,Rural,Female,1,None,C1,Some high school,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,K 850-K 1674,Yes,25 – 34
60685307,Lusaka,Kafue,Rural,Female,2,One,C2,Some primary school,Other Christian,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,35 – 44
60685545,Eastern,Chipata,Urban,Female,1,One,C1,Some university,Roman Catholic,Working Full-Time,C1,"K 14,632 -  K 17,499",Yes,25 – 34
60685719,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Others,Housewife,D,Under K 849,Yes,25 – 34
60685720,Lusaka,Lusaka,Urban,Female,1,One,AB,Completed high School,Others,Housewife,C2,K 850-K 1674,Yes,35 – 44
60685721,Lusaka,Lusaka,Urban,Male,1,None,C2,Some high school,Others,Self employed,D,K 850-K 1674,Yes,45 - 60
60685722,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Others,Housewife,C2,Under K 849,Yes,25 – 34
60685770,Lusaka,Lusaka,Urban,Male,1,None,C1,Some high school,Others,Self employed,C2,"K 3,155   -  K 3,890",Yes,35 – 44
60685771,Lusaka,Lusaka,Urban,Male,1,None,C1,Some high school,Roman Catholic,Working Part-Time,D,Under K 849,Yes,18 – 24
60685772,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,Under K 849,Yes,18 – 24
60687020,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34
60688035,Eastern,Petauke,Urban,Male,1,None,C1,Completed high School,Other Christian,Self employed,D,"K 1675- K2,499",No,25 – 34
60688036,Eastern,Petauke,Urban,Male,0,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,C2,"K 3,155   -  K 3,890",No,35 – 44
60688037,Eastern,Petauke,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,No Income,No,25 – 34
60688038,Eastern,Petauke,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34
60688039,Eastern,Petauke,Urban,Female,0,None,C2,Some primary school,Roman Catholic,Working Full-Time,D,Under K 849,No,45 - 60
60688040,Eastern,Petauke,Urban,Female,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,25 – 34
60688170,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34
60688783,Central,Kapiri Mposhi,Rural,Male,0,None,D,Some high school,Other Christian,Self employed,D,Under K 849,No,25 – 34
60688784,Central,Kapiri Mposhi,Rural,Female,1,None,D,Some high school,Other Christian,Unemployed [NOT SEEKING A JOB],D,No Income,Yes,18 – 24
60688785,Central,Kapiri Mposhi,Rural,Female,0,None,D,Primary school completed,Other Christian,Self employed,D,K 850-K 1674,No,35 – 44
60688786,Central,Kapiri Mposhi,Rural,Female,0,None,D,Some high school,Roman Catholic,Self employed,D,Under K 849,No,18 – 24
60688787,Central,Kapiri Mposhi,Rural,Male,1,None,D,Some high school,Roman Catholic,Unemployed [SEEKING A JOB],D,No Income,Yes,25 – 34
60688913,Lusaka,Lusaka,Urban,Female,0,None,C1,Some high school,Other Christian,Working Full-Time,D,Under K 849,Yes,18 – 24
60688914,Lusaka,Lusaka,Urban,Female,1,One,C1,University completed,Other Christian,Housewife,C1,K 850-K 1674,Yes,35 – 44
60689747,Lusaka,Lusaka,Urban,Female,1,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,Under K 849,Yes,25 – 34
60689748,Lusaka,Lusaka,Urban,Male,1,Two or More,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,25 – 34
60689990,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60689991,Lusaka,Lusaka,Urban,Female,1,One,C1,Completed high School,Other Christian,Working Part-Time,C2,"K 2,500   -  K 3,154",Yes,18 – 24
60689992,Lusaka,Lusaka,Urban,Female,1,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34
60689993,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,18 – 24
60689994,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34
60689995,Lusaka,Lusaka,Urban,Female,1,None,AB,Completed high School,Other Christian,Working Part-Time,C1,"K 3,155   -  K 3,890",Yes,25 – 34
60690699,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Others,Self employed,C2,Under K 849,Yes,35 – 44
60700170,Eastern,Petauke,Urban,Female,0,None,C1,Some university,Roman Catholic,Unemployed [SEEKING A JOB],D,Under K 849,No,25 – 34
60701172,Eastern,Chipata,Rural,Female,1,None,D,Some high school,Roman Catholic,Refused/ don’t know (DON’T READ),D,Under K 849,Yes,45 - 60
60701173,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Housewife,D,Under K 849,Yes,35 – 44
60701174,Eastern,Chipata,Urban,Female,1,None,D,Some primary school,Roman Catholic,Housewife,D,"K 1675- K2,499",Yes,35 – 44
60701698,Eastern,Chipata,Rural,Female,1,None,D,Some primary school,Roman Catholic,Housewife,D,Under K 849,Yes,18 – 24
60703098,Copperbelt,Kalulushi,Rural,Female,1,None,C2,Don’t know (DON’T READ),Other Christian,Housewife,D,Under K 849,Yes,35 – 44
60704336,Copperbelt,Kalulushi,Rural,Male,1,None,C1,Don’t know (DON’T READ),Roman Catholic,Self employed,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60704660,Copperbelt,Mufulira,Urban,Female,1,None,C1,Don’t know (DON’T READ),Anglican/Protestant,Housewife,Do not know,No Income,Yes,25 – 34
60704849,Lusaka,Lusaka,Urban,Male,0,None,C2,Some high school,Others,Working Part-Time,D,"K 1675- K2,499",Yes,25 – 34
60704850,Lusaka,Lusaka,Urban,Male,0,None,C1,Some high school,Seventh Day Adventists,Working Part-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60704851,Lusaka,Lusaka,Urban,Female,0,None,C1,Primary school completed,Other Christian,Self employed,D,K 850-K 1674,Yes,45 - 60
60704852,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 1675- K2,499",Yes,25 – 34
60704853,Lusaka,Lusaka,Urban,Male,0,None,C1,Some high school,Other Christian,Working Part-Time,D,K 850-K 1674,Yes,18 – 24
60705089,Eastern,Chipata,Rural,Female,1,None,D,Primary school completed,Roman Catholic,Working Part-Time,D,Under K 849,Yes,45 - 60
60705414,Copperbelt,Luanshya,Rural,Female,1,None,C2,Primary school completed,Seventh Day Adventists,Self employed,D,K 850-K 1674,Yes,25 – 34
60705591,Copperbelt,Kalulushi,Rural,Male,1,None,C1,Completed high School,Roman Catholic,Working Part-Time,D,"K 2,500   -  K 3,154",Yes,18 – 24
60706070,Copperbelt,Mufulira,Urban,Male,1,None,C1,Don’t know (DON’T READ),Other Christian,Refused/ don’t know (DON’T READ),Do not know,Do not know,Yes,25 – 34
60706523,Copperbelt,Luanshya,Rural,Male,1,None,C1,Some high school,Seventh Day Adventists,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34
60706990,Lusaka,Lusaka,Urban,Female,1,One,AB,Completed high School,Other Christian,Working Part-Time,C1,"K 2,500   -  K 3,154",Yes,18 – 24
60706991,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Part-Time,C2,"K 3,155   -  K 3,890",Yes,18 – 24
60707103,Copperbelt,Kalulushi,Rural,Female,1,None,D,Don’t know (DON’T READ),Other Christian,Housewife,D,K 850-K 1674,Yes,18 – 24
60707458,Eastern,Chipata,Rural,Female,1,None,D,Primary school completed,Roman Catholic,Working Full-Time,D,K 850-K 1674,Yes,18 – 24
60707797,Copperbelt,Mufulira,Urban,Female,3,One,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,18 – 24
60707843,Copperbelt,Kitwe,Rural,Male,2,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 2,500   -  K 3,154",Yes,25 – 34
60707844,Copperbelt,Kitwe,Rural,Female,3,None,C2,Completed high School,Others,Self employed,D,"K 3,155   -  K 3,890",Yes,25 – 34
60707845,Copperbelt,Kitwe,Rural,Male,3,None,D,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,"K 5,365  -  K 6,102",Yes,25 – 34
60708279,Copperbelt,Kitwe,Rural,Female,3,None,D,Completed high School,Roman Catholic,Retired - voluntary scholarspensioners,D,K 850-K 1674,No,35 – 44
60708284,Copperbelt,Kalulushi,Rural,Female,1,None,D,Don’t know (DON’T READ),Other Christian,Self employed,C2,"K 2,500   -  K 3,154",No,35 – 44
60708515,Eastern,Petauke,Urban,Female,1,None,C2,Primary school completed,Seventh Day Adventists,Unemployed [NOT SEEKING A JOB],D,"K 2,500   -  K 3,154",No,45 - 60
60708516,Eastern,Petauke,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Self employed,C2,Under K 849,No,18 – 24
60708517,Eastern,Petauke,Urban,Female,1,None,D,Completed high School,Others,Housewife,D,Under K 849,Yes,25 – 34
60708518,Eastern,Petauke,Urban,Female,1,None,C2,Some high school,Roman Catholic,Unemployed [SEEKING A JOB],D,Under K 849,Yes,35 – 44
60709320,Copperbelt,Ndola,Rural,Male,0,None,C2,Some university,Other Christian,Working Part-Time,D,K 850-K 1674,No,45 - 60
60709856,Copperbelt,Mufulira,Urban,Male,1,None,AB,University completed,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,25 – 34
60709863,Copperbelt,Kalulushi,Rural,Female,0,None,D,Primary school completed,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",No,45 - 60
60710335,Copperbelt,Kitwe,Rural,Male,3,None,D,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],D,Under K 849,No,25 – 34
60710946,Eastern,Petauke,Urban,Female,1,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,C2,Under K 849,Yes,18 – 24
60711133,Copperbelt,Luanshya,Rural,Female,1,None,C1,Some high school,Roman Catholic,Student,D,K 850-K 1674,Yes,18 – 24
60711134,Copperbelt,Luanshya,Rural,Male,1,One,C1,Some high school,Anglican/Protestant,Working Full-Time,C1,"K 4,628   -  K 5,364",Yes,45 - 60
60711135,Copperbelt,Luanshya,Rural,Female,1,None,C1,Some high school,Anglican/Protestant,Student,D,K 850-K 1674,Yes,18 – 24
60711381,Copperbelt,Kalulushi,Rural,Female,1,None,D,Don’t know (DON’T READ),Other Christian,Self employed,D,K 850-K 1674,No,35 – 44
60711387,Copperbelt,Ndola,Rural,Female,1,None,C2,Primary school completed,Other Christian,Housewife,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60711777,Copperbelt,Kitwe,Rural,Female,1,None,D,Some primary school,Others,Unemployed [NOT SEEKING A JOB],D,Under K 849,Yes,35 – 44
60711778,Copperbelt,Kitwe,Rural,Female,1,None,D,Completed high School,Others,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34
60711779,Copperbelt,Kitwe,Rural,Female,1,None,C2,Some high school,Other Christian,Unemployed [NOT SEEKING A JOB],D,Under K 849,Yes,25 – 34
60711780,Copperbelt,Kitwe,Rural,Male,1,None,D,Completed high School,Roman Catholic,Self employed,D,Under K 849,Yes,45 - 60
60711781,Copperbelt,Kitwe,Rural,Female,1,None,D,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,18 – 24
60711782,Copperbelt,Kitwe,Rural,Male,1,None,D,Completed high School,Anglican/Protestant,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34
60711783,Copperbelt,Kitwe,Rural,Male,1,None,D,Completed high School,Roman Catholic,Self employed,D,Under K 849,Yes,18 – 24
60712007,Copperbelt,Mufulira,Urban,Male,1,None,C1,Don’t know (DON’T READ),Other Christian,Working Full-Time,Do not know,Do not know,Yes,45 - 60
60712336,Copperbelt,Luanshya,Rural,Female,0,None,C2,Some high school,Muslim,Housewife,D,K 850-K 1674,Yes,18 – 24
60712972,Copperbelt,Chingola,Urban,Female,0,One,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],Do not know,Under K 849,No,18 – 24
60712973,Copperbelt,Chingola,Urban,Male,1,Two or More,AB,Completed high School,Other Christian,Unemployed [SEEKING A JOB],Do not know,Under K 849,Yes,18 – 24
60712974,Copperbelt,Chingola,Urban,Female,1,None,C1,Some high school,Other Christian,Housewife,Do not know,Under K 849,Yes,25 – 34
60712975,Copperbelt,Chingola,Urban,Female,1,None,C1,Primary school completed,Other Christian,Housewife,C2,Under K 849,Yes,18 – 24
60712976,Copperbelt,Chingola,Urban,Female,1,None,C1,Some high school,Other Christian,Housewife,No Income,Under K 849,Yes,25 – 34
60712977,Copperbelt,Chingola,Urban,Female,1,None,C1,Some university,Other Christian,Housewife,C2,Under K 849,Yes,25 – 34
60712978,Copperbelt,Chingola,Urban,Female,1,None,C2,Some primary school,Other Christian,Housewife,D,Under K 849,Yes,35 – 44
60712979,Copperbelt,Chingola,Urban,Male,1,None,C1,Some high school,Other Christian,Self employed,D,"K 1675- K2,499",Yes,25 – 34
60712980,Copperbelt,Chingola,Urban,Female,1,None,C1,Some high school,Other Christian,Housewife,D,Under K 849,Yes,18 – 24
60713030,Copperbelt,Kitwe,Urban,Female,2,None,C1,Completed high School,Roman Catholic,Student,C2,K 850-K 1674,Yes,25 – 34
60713031,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Anglican/Protestant,Student,C1,"K 1675- K2,499",Yes,18 – 24
60713032,Copperbelt,Kitwe,Urban,Male,1,None,C1,Some high school,Roman Catholic,Student,C2,Under K 849,Yes,18 – 24
60713033,Copperbelt,Kitwe,Urban,Male,1,None,AB,Completed high School,Others,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,18 – 24
60713034,Copperbelt,Kitwe,Urban,Male,1,None,AB,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44
60713268,Central,Chibombo,Urban,Male,1,None,C1,Any other post-high school qualification,Other Christian,Self employed,C1,K 850-K 1674,Yes,18 – 24
60713269,Central,Chibombo,Urban,Male,1,None,C1,Any other post-high school qualification,Roman Catholic,Working Full-Time,C2,"K 3,891  -  K 4,627",Yes,25 – 34
60713270,Central,Chibombo,Urban,Female,1,None,C1,Some primary school,Roman Catholic,Housewife,C2,Under K 849,Yes,35 – 44
60713271,Central,Chibombo,Urban,Male,2,None,C2,Some high school,Other Christian,Student,D,Under K 849,Yes,18 – 24
60713272,Central,Chibombo,Urban,Female,1,Two or More,C1,Some high school,Other Christian,Self employed,C1,K 850-K 1674,Yes,25 – 34
60713273,Central,Chibombo,Urban,Male,1,None,C2,Primary school completed,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,No,18 – 24
60713274,Central,Chibombo,Urban,Male,2,None,C2,Some primary school,Other Christian,Working Part-Time,C2,K 850-K 1674,Yes,18 – 24
60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,18 – 24
60713276,Central,Chibombo,Urban,Female,2,None,C1,Primary school completed,Anglican/Protestant,Working Full-Time,C1,"K 1675- K2,499",Yes,25 – 34
60713726,Copperbelt,Mufulira,Urban,Female,0,None,C1,Completed high School,Other Christian,Unemployed [NOT SEEKING A JOB],Do not know,No Income,Yes,25 – 34
60713732,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Seventh Day Adventists,Working Part-Time,D,"K 1675- K2,499",Yes,35 – 44
60713733,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Seventh Day Adventists,Working Full-Time,D,K 850-K 1674,Yes,35 – 44
60713734,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34
60713735,Lusaka,Lusaka,Urban,Male,0,None,C1,Completed high School,Anglican/Protestant,Working Part-Time,Do not know,K 850-K 1674,Yes,25 – 34
60713895,Copperbelt,Kitwe,Urban,Male,2,None,C1,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,18 – 24
60713934,Eastern,Petauke,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,D,"K 1675- K2,499",No,18 – 24
60714232,Copperbelt,Ndola,Rural,Female,1,None,C1,Completed high School,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60715045,Copperbelt,Chingola,Urban,Male,1,None,C1,Some primary school,Refused (DON’T READ),Student,D,Under K 849,No,15 – 17
60715414,Lusaka,Lusaka,Urban,Female,1,None,C1,Some high school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34
60716559,Central,Chibombo,Urban,Female,1,Two or More,C1,Some high school,Roman Catholic,Student,AB,Under K 849,Yes,18 – 24
60716616,Copperbelt,Mufulira,Urban,Male,0,None,C1,Any other post-high school qualification,Other Christian,Student,Do not know,No Income,Yes,25 – 34
60717354,Copperbelt,Luanshya,Rural,Female,1,None,C1,Some high school,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,18 – 24
60719856,Muchinga,Nakonde,Rural,Male,1,None,D,Some primary school,Roman Catholic,Self employed,D,Under K 849,No,45 - 60
60719857,Muchinga,Nakonde,Rural,Male,1,None,D,Primary school completed,Anglican/Protestant,Self employed,D,Under K 849,Yes,25 – 34
60719858,Muchinga,Nakonde,Rural,Female,1,None,D,Some primary school,Anglican/Protestant,Housewife,D,Under K 849,Yes,45 - 60
60719859,Muchinga,Nakonde,Rural,Male,1,None,D,Some primary school,Other Christian,Self employed,D,Under K 849,No,45 - 60
60719860,Muchinga,Nakonde,Rural,Male,0,None,D,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,45 - 60
60719861,Muchinga,Nakonde,Rural,Male,1,None,C2,Some primary school,Other Christian,Self employed,D,Under K 849,No,45 - 60
60719862,Muchinga,Nakonde,Rural,Female,1,None,D,Some primary school,Other Christian,Unemployed [NOT SEEKING A JOB],Do not know,Under K 849,Yes,18 – 24
60719863,Muchinga,Nakonde,Rural,Male,0,None,C2,Some primary school,Seventh Day Adventists,Self employed,D,Under K 849,Yes,45 - 60
60719864,Muchinga,Nakonde,Rural,Male,1,None,C2,Some primary school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34
60719884,Central,Kabwe,Urban,Female,1,Two or More,AB,University completed,Roman Catholic,Student,C2,Do not know,Yes,25 – 34
60719885,Central,Kabwe,Rural,Female,0,None,C2,Some primary school,Other Christian,Working Full-Time,D,Under K 849,No,15 – 17
60719886,Central,Kabwe,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,18 – 24
60719887,Central,Kabwe,Urban,Male,1,One,AB,Completed high School,Anglican/Protestant,Working Full-Time,Do not know,K 850-K 1674,Yes,18 – 24
60720613,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,"K 1675- K2,499",No,18 – 24
60720614,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,Student,C2,"K 1675- K2,499",No,18 – 24
60720615,North-Western,Solwezi,Rural,Male,1,None,C2,Primary school completed,Anglican/Protestant,Retired - voluntary scholarspensioners,C2,"K 2,500   -  K 3,154",No,45 - 60
60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34
60720617,North-Western,Solwezi,Rural,Male,1,None,C2,Primary school completed,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",No,18 – 24
60720618,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Other Christian,Working Part-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34
60720619,North-Western,Solwezi,Rural,Female,1,None,C1,Completed high School,Anglican/Protestant,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,18 – 24
60720620,North-Western,Solwezi,Rural,Male,1,None,C1,Completed high School,Roman Catholic,Working Part-Time,C2,"K 3,891  -  K 4,627",No,25 – 34
60720621,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,No,18 – 24
60722383,Copperbelt,Chilililabombwe,Rural,Female,2,None,C1,Primary school completed,Others,Unemployed [SEEKING A JOB],No Income,No Income,Yes,18 – 24
60722384,Copperbelt,Chilililabombwe,Rural,Male,2,None,C2,Completed high School,Other Christian,Self employed,No Income,No Income,Yes,45 - 60
60722385,Copperbelt,Chilililabombwe,Rural,Female,1,None,C2,Completed high School,Others,Student,No Income,No Income,No,18 – 24
60722386,Copperbelt,Chilililabombwe,Rural,Female,1,None,C1,Primary school completed,Other Christian,Housewife,No Income,No Income,Yes,35 – 44
60722387,Copperbelt,Chilililabombwe,Rural,Female,1,None,C1,Primary school completed,Other Christian,Housewife,No Income,No Income,Yes,18 – 24
60722388,Copperbelt,Chilililabombwe,Rural,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,No Income,No Income,Yes,35 – 44
60724803,Lusaka,Lusaka,Urban,Male,1,Two or More,AB,Some university,Other Christian,Student,Do not know,Do not know,Yes,18 – 24
60724804,Lusaka,Lusaka,Urban,Male,1,One,C1,Some university,Seventh Day Adventists,Student,No Income,Do not know,Yes,18 – 24
60724805,Lusaka,Lusaka,Urban,Male,1,None,C1,Some university,Other Christian,Student,Do not know,K 850-K 1674,Yes,18 – 24
60724806,Lusaka,Lusaka,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,No Income,Yes,18 – 24
60724807,Lusaka,Lusaka,Urban,Male,1,None,AB,Primary school completed,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,45 - 60
60724808,Lusaka,Lusaka,Urban,Male,1,None,AB,Some university,Seventh Day Adventists,Student,Do not know,No Income,Yes,18 – 24
60724809,Lusaka,Lusaka,Urban,Female,1,One,AB,Some high school,Roman Catholic,Student,Do not know,No Income,Yes,18 – 24
60724810,Lusaka,Lusaka,Urban,Male,1,One,AB,Some university,Seventh Day Adventists,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,18 – 24
60725305,Eastern,Chipata,Rural,Female,1,None,D,Some primary school,Roman Catholic,Unemployed [SEEKING A JOB],D,Under K 849,Yes,18 – 24
60726250,Lusaka,Kafue,Rural,Female,1,None,C2,Some high school,Other Christian,Refused/ don’t know (DON’T READ),No Income,No Income,No,25 – 34
60726251,Lusaka,Kafue,Rural,Male,1,None,C2,Primary school completed,Other Christian,Working Part-Time,D,Under K 849,Yes,45 - 60
60726252,Lusaka,Kafue,Rural,Male,1,None,C2,Some high school,Other Christian,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34
60726253,Lusaka,Kafue,Rural,Male,1,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45 - 60
60726254,Lusaka,Kafue,Rural,Male,2,None,C2,Some high school,Other Christian,Self employed,D,K 850-K 1674,Yes,45 - 60
60726255,Lusaka,Kafue,Rural,Male,1,None,C2,Some high school,Seventh Day Adventists,Working Part-Time,D,K 850-K 1674,Yes,35 – 44
60726256,Lusaka,Kafue,Rural,Female,1,None,C2,Some high school,Seventh Day Adventists,Housewife,D,Under K 849,Yes,25 – 34
60726257,Lusaka,Kafue,Rural,Female,1,None,C2,Primary school completed,Seventh Day Adventists,Self employed,Do not know,Do not know,Yes,25 – 34
60726258,Lusaka,Kafue,Urban,Female,1,None,C2,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,18 – 24
60726844,Eastern,Chipata,Rural,Male,1,None,C2,Some high school,Roman Catholic,Working Full-Time,D,K 850-K 1674,Yes,45 - 60
60727074,Southern,Livingstone,Urban,Female,0,None,C1,Some university,Others,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34
60727075,Southern,Livingstone,Urban,Female,0,One,C1,Some university,Anglican/Protestant,Working Full-Time,C2,"K 1675- K2,499",Yes,45 - 60
60727076,Southern,Livingstone,Urban,Female,1,None,C1,Some university,Roman Catholic,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34
60727077,Southern,Livingstone,Urban,Female,1,One,AB,Some university,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34
60727078,Southern,Livingstone,Urban,Male,0,None,C1,Completed high School,Roman Catholic,Self employed,D,"K 1675- K2,499",Yes,45 - 60
