,Emmanuel TV  Tueday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Emmanuel TV  Tueday
111,18:30  -  18:44,60607364,Southern,Mazabuka,Urban,Male,0,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:30  -  18:44,19:00  -  19:14,20:15  -  20:29,20:30  -  20:44,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
112,13:15  -  13:29,60607364,Southern,Mazabuka,Urban,Male,0,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:30  -  18:44,19:00  -  19:14,20:15  -  20:29,20:30  -  20:44,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
113,16:30  -  16:44,60607364,Southern,Mazabuka,Urban,Male,0,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:30  -  18:44,19:00  -  19:14,20:15  -  20:29,20:30  -  20:44,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
114,20:15  -  20:29,60607364,Southern,Mazabuka,Urban,Male,0,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34,"12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:30  -  18:44,19:00  -  19:14,20:15  -  20:29,20:30  -  20:44,21:15  -  21:29,21:45  -  21:59,22:00  -  22:14"
115,8:00  -  8:14,60668565,Muchinga,Nakonde,Urban,Female,0,None,C1,Completed high School,Roman Catholic,Housewife,Do not know,Under K 849,Yes,25 – 34,"7:45  -  7:59,8:00  -  8:14"
116,7:45  -  7:59,60668565,Muchinga,Nakonde,Urban,Female,0,None,C1,Completed high School,Roman Catholic,Housewife,Do not know,Under K 849,Yes,25 – 34,"7:45  -  7:59,8:00  -  8:14"
117,14:00  -  14:14,60748701,Southern,Mazabuka,Rural,Male,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,14:00  -  14:14
118,13:45  -  13:59,60845430,Central,Kabwe,Urban,Male,0,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
119,12:00  -  12:14,60845430,Central,Kabwe,Urban,Male,0,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
120,17:00  -  17:14,60845430,Central,Kabwe,Urban,Male,0,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
121,13:00  -  13:14,60845430,Central,Kabwe,Urban,Male,0,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
122,17:15  -  17:29,60845430,Central,Kabwe,Urban,Male,0,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
123,12:30  -  12:44,60845430,Central,Kabwe,Urban,Male,0,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
124,14:45  -  14:59,60845430,Central,Kabwe,Urban,Male,0,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
125,12:15  -  12:29,60845430,Central,Kabwe,Urban,Male,0,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
126,16:45  -  16:59,60845430,Central,Kabwe,Urban,Male,0,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
127,14:15  -  14:29,60845430,Central,Kabwe,Urban,Male,0,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
128,12:45  -  12:59,60845430,Central,Kabwe,Urban,Male,0,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
129,15:00  -  15:14,60845430,Central,Kabwe,Urban,Male,0,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
130,17:30  -  17:44,60845430,Central,Kabwe,Urban,Male,0,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
131,14:00  -  14:14,60845430,Central,Kabwe,Urban,Male,0,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
132,13:30  -  13:44,60845430,Central,Kabwe,Urban,Male,0,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
133,17:45  -  17:59,60845430,Central,Kabwe,Urban,Male,0,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
134,14:30  -  14:44,60845430,Central,Kabwe,Urban,Male,0,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
135,13:15  -  13:29,60845430,Central,Kabwe,Urban,Male,0,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
136,15:15  -  15:29,60845430,Central,Kabwe,Urban,Male,0,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
137,6:00  -  6:14,82006683,Eastern,Chipata,Rural,Male,1,None,C1,Some high school,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"6:00  -  6:14,18:00  -  18:14"
138,18:00  -  18:14,82006683,Eastern,Chipata,Rural,Male,1,None,C1,Some high school,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"6:00  -  6:14,18:00  -  18:14"
139,9:30  -  9:44,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
140,12:00  -  12:14,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
141,10:15  -  10:29,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
142,12:30  -  12:44,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
143,10:30  -  10:44,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
144,9:45  -  9:59,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
145,11:15  -  11:29,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
146,11:30  -  11:44,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
147,10:00  -  10:14,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
148,11:00  -  11:14,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
149,8:00  -  8:14,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
150,11:45  -  11:59,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
151,8:45  -  8:59,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
152,8:30  -  8:44,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
153,9:15  -  9:29,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
154,10:45  -  10:59,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
155,9:00  -  9:14,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
156,8:15  -  8:29,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
157,12:15  -  12:29,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
158,9:45  -  9:59,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
159,9:15  -  9:29,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
160,9:30  -  9:44,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
161,7:30  -  7:44,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
162,9:00  -  9:14,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
163,8:15  -  8:29,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
164,8:00  -  8:14,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
165,7:45  -  7:59,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
166,10:00  -  10:14,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
