,Emmanuel TV  Wednesday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Emmanuel TV  Wednesday
114,8:30  -  8:44,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
115,9:15  -  9:29,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
116,10:45  -  10:59,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
117,9:00  -  9:14,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
118,8:15  -  8:29,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
119,12:15  -  12:29,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
120,9:45  -  9:59,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
121,9:15  -  9:29,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
122,9:30  -  9:44,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
123,7:30  -  7:44,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
124,9:00  -  9:14,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
125,8:15  -  8:29,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
126,8:00  -  8:14,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
127,7:45  -  7:59,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
128,10:00  -  10:14,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
129,8:45  -  8:59,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
130,8:30  -  8:44,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
131,14:00  -  14:14,82184233,Copperbelt,Kitwe,Urban,Female,2,None,C1,Some primary school,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,14:00  -  14:14
132,12:15  -  12:29,82191573,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some primary school,Other Christian,A business owner,C1,"K 3,891  -  K 4,627",Yes,35 – 44,12:15  -  12:29
133,12:00  -  12:14,82192495,Southern,Livingstone,Urban,Male,1,None,C1,Completed high School,Other Christian,Self employed,C1,Under K 849,No,25 – 34,"12:00  -  12:14,15:45  -  15:59"
134,15:45  -  15:59,82192495,Southern,Livingstone,Urban,Male,1,None,C1,Completed high School,Other Christian,Self employed,C1,Under K 849,No,25 – 34,"12:00  -  12:14,15:45  -  15:59"
135,12:30  -  12:44,82195184,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,19 – 24,12:30  -  12:44
136,17:45  -  17:59,82198882,Copperbelt,Kitwe,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,17:45  -  17:59
137,6:00  -  6:14,82203700,Copperbelt,Kitwe,Urban,Female,2,None,C1,Some university,Other Christian,A housewife/househusband,C1,"K 1675- K2,499",Yes,25 – 34,6:00  -  6:14
138,10:00  -  10:14,82212291,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"10:00  -  10:14,12:00  -  12:14,13:00  -  13:14,17:15  -  17:29"
139,12:00  -  12:14,82212291,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"10:00  -  10:14,12:00  -  12:14,13:00  -  13:14,17:15  -  17:29"
140,17:15  -  17:29,82212291,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"10:00  -  10:14,12:00  -  12:14,13:00  -  13:14,17:15  -  17:29"
141,13:00  -  13:14,82212291,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"10:00  -  10:14,12:00  -  12:14,13:00  -  13:14,17:15  -  17:29"
142,11:15  -  11:29,82225751,Copperbelt,Ndola,Urban,Male,3,Two or More,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,11:15  -  11:29
143,12:00  -  12:14,82274453,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,25 – 34,12:00  -  12:14
144,5:15  -  5:29,82278491,Copperbelt,Kitwe,Urban,Female,2,None,C1,Completed high School,Other Christian,Retired - voluntary scholarspensioners,C1,"K 2,500   -  K 3,154",Yes,35 – 44,5:15  -  5:29
145,10:00  -  10:14,82281434,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A housewife/househusband,C1,"K 1675- K2,499",Yes,19 – 24,10:00  -  10:14
146,20:45  -  20:59,82286032,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,25 – 34,20:45  -  20:59
147,6:00  -  6:14,82366370,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,6:00  -  6:14
148,8:00  -  8:14,82369480,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,25 – 34,8:00  -  8:14
149,11:00  -  11:14,82370970,North-Western,Solwezi,Rural,Male,2,None,C1,Completed high School,Other Christian,A subsistence farmer/fisherman,C1,K 850-K 1674,Yes,35 – 44,"10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
150,10:15  -  10:29,82370970,North-Western,Solwezi,Rural,Male,2,None,C1,Completed high School,Other Christian,A subsistence farmer/fisherman,C1,K 850-K 1674,Yes,35 – 44,"10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
151,10:45  -  10:59,82370970,North-Western,Solwezi,Rural,Male,2,None,C1,Completed high School,Other Christian,A subsistence farmer/fisherman,C1,K 850-K 1674,Yes,35 – 44,"10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
152,10:30  -  10:44,82370970,North-Western,Solwezi,Rural,Male,2,None,C1,Completed high School,Other Christian,A subsistence farmer/fisherman,C1,K 850-K 1674,Yes,35 – 44,"10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
153,10:00  -  10:14,82372511,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A housewife/househusband,C1,"K 1675- K2,499",Yes,25 – 34,10:00  -  10:14
154,13:15  -  13:29,82382796,Copperbelt,Kitwe,Urban,Female,1,None,C1,Completed high School,Other Christian,A housewife/househusband,C1,"K 1675- K2,499",Yes,25 – 34,13:15  -  13:29
155,6:00  -  6:14,82459343,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,25 – 34,6:00  -  6:14
156,8:00  -  8:14,82192494,Southern,Livingstone,Urban,Female,1,None,C2,Some university,Other Christian,A business owner,C2,K 850-K 1674,Yes,19 – 24,"8:00  -  8:14,15:00  -  15:14,16:00  -  16:14"
157,15:00  -  15:14,82192494,Southern,Livingstone,Urban,Female,1,None,C2,Some university,Other Christian,A business owner,C2,K 850-K 1674,Yes,19 – 24,"8:00  -  8:14,15:00  -  15:14,16:00  -  16:14"
158,16:00  -  16:14,82192494,Southern,Livingstone,Urban,Female,1,None,C2,Some university,Other Christian,A business owner,C2,K 850-K 1674,Yes,19 – 24,"8:00  -  8:14,15:00  -  15:14,16:00  -  16:14"
159,11:15  -  11:29,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
160,10:45  -  10:59,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
161,11:00  -  11:14,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
162,11:30  -  11:44,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
163,10:15  -  10:29,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
164,11:45  -  11:59,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
165,10:00  -  10:14,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
166,10:30  -  10:44,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
167,9:45  -  9:59,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
168,9:15  -  9:29,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
169,9:30  -  9:44,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
170,8:45  -  8:59,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
171,7:30  -  7:44,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
172,9:00  -  9:14,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
173,8:15  -  8:29,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
174,8:00  -  8:14,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
175,7:45  -  7:59,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
176,10:00  -  10:14,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
177,7:15  -  7:29,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
178,7:00  -  7:14,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
179,8:30  -  8:44,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
180,9:45  -  9:59,82267632,Copperbelt,Ndola,Urban,Male,2,Two or More,C2,Some university,Other Christian,Student,C2,Do not know,Yes,25 – 34,9:45  -  9:59
181,13:45  -  13:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
182,6:00  -  6:14,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
183,15:45  -  15:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
184,13:00  -  13:14,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
185,10:30  -  10:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
186,9:45  -  9:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
187,14:45  -  14:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
188,7:30  -  7:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
189,11:30  -  11:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
190,7:00  -  7:14,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
